incorrect,correct,#errors,data_source
हमारे कॉलेज में हर साल एक बड़ा सांस्कृतिक कार्यक्रम होता है जिसमें सभी छात्र भाग लेते हैं और अपना प्रतिभा दिखाते हैं लेकिन इस साल ऑनलाइन करना पड़ेगा कोरोना की वजह से।,हमारे कॉलेज में हर साल एक बड़ा सांस्कृतिक कार्यक्रम होता है जिसमें सभी छात्र भाग लेते हैं और अपनी प्रतिभा दिखाते हैं लेकिन इस साल ऑनलाइन करना पड़ेगा कोरोना की वजह से।,1,human
इतना ही नहीं उस पर हरियाणा+ राजस्थान और पंजाब पुलिस ने दो लाख रुपए की इनाम का भी ऐलान कर रखी था।,इतना ही नहीं उस पर हरियाणा+ राजस्थान और पंजाब पुलिस ने दो लाख रुपए का इनाम का भी ऐलान कर रखा था।,2,synthetic
राज्य में अब तक 8+283 कोविड-19 के मामला आए हैं और 358 मौतें हुआ हैं।,राज्य में अब तक 8+283 कोविड-19 के मामले आए हैं और 358 मौतें हुई हैं।,2,synthetic
सपा के एक वरिष्ठ नेता से इस बाबत पूछने पर शिवपाल के गठबंधन वाले बयान पर टिप्पणी करने से इनकार कर दी।,सपा के एक वरिष्ठ नेता से इस बाबत पूछने पर शिवपाल के गठबंधन वाले बयान पर टिप्पणी करने से इनकार कर दिया।,1,synthetic
ऑन्कोलॉजिस्ट विशाल राव ने कहा कि हम अभी प्रारंभिक चरण में है और इस सप्ताहांत तक इसके पहले सेट के साथ तैयार होने की उम्मीद है।,ऑन्कोलॉजिस्ट विशाल राव ने कहा कि हम अभी प्रारंभिक चरण में हैं और इस सप्ताहांत तक इसके पहले सेट के साथ तैयार होने की उम्मीद है।,1,synthetic
इनमें कोलकाता विश्वविद्यालय (और प्रेसिडेंसी तथा सेंट जेवियर्स जैसे प्रसिद्ध विद्यालय)+ भारतीय सांख्यिकी संस्थान+ भारतीय प्रबंधन संस्थान जैसे अकादमिक संस्थान हैं।,इनमें कोलकाता विश्वविद्यालय (और प्रेसिडेंसी तथा सेंट जेवियर्स जैसे प्रसिद्ध विद्यालय)+ भारतीय सांख्यिकी संस्थान+ भारतीय प्रबंधन संस्थान जैसे अकादमिक संस्थान हैं।,1,synthetic
यहाँ का हर इलाका में अलग बोली बोला जाता है भाषा की विविधता देखकर आश्चर्य होता है।,यहाँ के हर इलाके में अलग बोली बोली जाती है भाषा की विविधता देखकर आश्चर्य होता है।,3,human
इस कल्प का नाम इंग्लैण्ड के डेवन प्रदेश के नाम पर पड़ा है जहाँ सबसे पहले इस काल के शैलों का अध्ययन किया गए था।,इस कल्प का नाम इंग्लैण्ड के डेवन प्रदेश के नाम पर पड़ा है जहाँ सबसे पहले इस काल के शैलों का अध्ययन किया गया था।,1,synthetic
पुलिस ने मृतका का पति अमरजीत सिंह+ सास -ससुर और ननद के खिलाफ मामला दर्ज कर लिया है।,पुलिस ने मृतका के पति अमरजीत सिंह+ सास -ससुर और ननद के खिलाफ मामला दर्ज कर लिया है।,1,synthetic
सोशल डिस्टेंसिंग के नाम पर रेस्टोरेंट में टेबल कम रखते थे जिससे वेटिंग टाइम बढ़ जाता था।,शारीरिक दूरी के नाम पर भोजनालय में मेज़ कम रखते थे जिससे प्रतीक्षा समय बढ़ जाता था।,4,human
अध्यापक और प्रधानाचार्य+ जो हमारे स्कूल का गौरव है+ वह आज एक महत्वपूर्ण सभा में गया है।,अध्यापक और प्रधानाचार्य+ जो हमारे स्कूल का गौरव हैं+ वे आज एक महत्वपूर्ण सभा में गए हैं।,2,human
इल्मेनाइट मुख्य रूप से पश्चिम में रत्नागिरी तट से लेकर पूर्व में उड़ीसा के समुद्री नट तक पाया जाता है।,इल्मेनाइट मुख्य रूप से पश्चिम में रत्नागिरी तट से लेकर पूर्व में ओडिशा के समुद्री तट तक पाया जाता है।,1,synthetic
"भारत में तेल एवं गैस, पोत-परिवहन, मशीन तथा स्वच्छ प्रौद्योगिकियों जैसे विभिन्न सेक्टरों में निवेश के लिए नॉर्वे की कंपनी के लिए काफी संभावनाएं हैं।","भारत में तेल एवं गैस, पोत-परिवहन, मशीन तथा स्वच्छ प्रौद्योगिकियों जैसे विभिन्न सेक्टरों में निवेश के लिए नॉर्वे की कंपनियों के लिए काफी संभावनाएं हैं।",1,synthetic
मेरे दोस्त का शादी अगले महीने है और उसने मुझे इनवाइट किया है लेकिन मैं कन्फ्यूज हूं कि उसके लिए कौन सा गिफ्ट खरीदूं क्योंकि उसके पास सब कुछ पहले से ही उपलब्ध है।,मेरे मित्र की शादी अगले महीने है और उसने मुझे निमंत्रण दिया है लेकिन मैं भ्रमित हूं कि उसके लिए कौन सा उपहार खरीदूं क्योंकि उसके पास सब कुछ पहले से ही उपलब्ध है।,5,human
बता दें कि कानूनी लड़ाई लड़ने से सेवानिवृत्ति ले चुके जेठमालनी ने पीठ को बताया कि कर्नाटक का राज्यपाल का आदेश “संवैधानिक शक्ति का पूरी तरह से दुरुपयोग है।,बता दें कि कानूनी लड़ाई लड़ने से सेवानिवृत्ति ले चुके जेठमालनी ने पीठ को बताया कि कर्नाटक के राज्यपाल का आदेश “संवैधानिक शक्ति का पूरी तरह से दुरुपयोग है।,2,synthetic
इन औद्योगिक इलाकों में अब नए उद्योग लगाए जाने के लिए भूमि नहीं बची है।,इन औद्योगिक इलाक़ों में अब नए उद्योग लगाए जाने के लिए भूमि नहीं बची है।,1,synthetic
दो लड़के और तीन लड़कियां मिलकर एक नाटक का मंचन किया और सबको पसंद आया।,दो लड़के और तीन लड़कियाँ मिलकर एक नाटक का मंचन किए और सबको पसंद आया।,2,human
हमसे उम्मीद की जाती है कि हम कड़ी मेहनत करे और संतुलित मगर व्यस्त जीवन जीएँ।,हमसे उम्मीद की जाती है कि हम कड़ी मेहनत करें और संतुलित मगर व्यस्त जीवन जीएँ ।,1,synthetic
हम मुंबई और अहमदाबाद के बीच एक उच्च गति रेल गलियारे का निर्माण कर रहे हैं जो हवाई यात्रा से ज्यादा ऊर्जा दक्षता वाला होगा।,हम मुंबई और अहमदाबाद के बीच एक उच्च गति रेल गलियारे का निर्माण कर रहे हैं जो हवाई यात्रा से ज़्यादा ऊर्जा दक्षता वाला होगा।,1,synthetic
मेरा भाई कल अपना गर्लफ्रेंड के साथ फिल्म देखने गया था।,मेरा भाई कल अपनी प्रेमिका के साथ फिल्म देखने गया था।,2,human
हालांकि अगर यह स्थिर दबाव में परिवर्तन है+ तो इसे प्रतिक्रिया प्रकार कहा जाते है।,हालांकि अगर यह स्थिर दबाव में परिवर्तन है+ तो इसे प्रतिक्रिया प्रकार कहा जाता है।,1,synthetic
इस तस्वीर में रणबीर के साथ उनकी बहन रिद्धिमा+ मां नीतू और जाने माने एक्टर शशि कपूर भी नजर आ रहे है।,इस तस्वीर में रणबीर के साथ उनकी बहन रिद्धिमा+ मां नीतू और जाने माने एक्टर शशि कपूर भी नजर आ रहे हैं।,1,synthetic
कई किताबों टेबल पर रखा है और धूल से भर गया है और अब उन्हें साफ करना पड़ेगा।,कई किताबें टेबल पर रखी हैं और धूल से भर गई हैं और अब उन्हें साफ करना पड़ेगा।,3,human
तुम्हारी माँ मेरेको बुला रही थी लेकिन मैं उनकी आवाज़ नहीं सुन पाया।,तुम्हारी माँ मुझे बुला रही थी लेकिन मैं उनकी आवाज़ नहीं सुन पाया।,1,human
नरेंद्र सिंह तोमर को कृषि मंत्री के साथ साथ ग्रामीण डेवलपमेंट मंत्रालय एवं पंचायती राज की भी जिम्मेदारी सौंपी गई हैं।,नरेंद्र सिंह तोमर को कृषि मंत्री के साथ साथ ग्रामीण विकास मंत्रालय एवं पंचायती राज की भी जिम्मेदारी सौंपी गई है।,2,synthetic
माँ और मौसी दोनों रसोई में खाना बना रहा था और बच्चों को बुला रहा था।,माँ और मौसी दोनों रसोई में खाना बना रही थीं और बच्चों को बुला रही थीं।,1,human
गुरुदेव ने सभी शिष्यों को बुलाकर कहा कि तुम सब साधना में लगन रखो।,गुरुदेव ने सभी शिष्यों को बुलाकर कहा कि आप सब साधना में लगन रखें।,1,human
मेरे पड़ोस के बच्चे रोज शाम को मैदान में आता है और शोर मचाता है।,मेरे पड़ोस के बच्चे रोज शाम को मैदान में आते हैं और शोर मचाते हैं।,1,human
कांग्रेस अध्यक्ष राहुल गांधी को यहां स्मृति इरानी ने 55+120 वोटों से डिफीट दे दी।,कांग्रेस अध्यक्ष राहुल गांधी को यहां स्मृति इरानी ने 55+120 वोटों से मात दे दी।,1,synthetic
उन्होंने हिंदी+ तेलुगु+ तमिल+ कन्नड़ और मलयालम फिल्मों में बच्चे के रूप में काम किए था।,उन्होंने हिंदी+ तेलुगु+ तमिल+ कन्नड़ और मलयालम फिल्मों में बच्चे के रूप में काम किया था।,1,synthetic
मोहन और सोहन दोनों मेरे मित्र है जो यहीं रहता है।,मोहन और सोहन दोनों मेरे मित्र हैं जो यहीं रहते हैं।,2,human
नक्सलियों ने पुलिस सीआरपीएफ जवानों से एक बुलेट प्रूफ जैकेट+ एक एके-47 रायफल+ चार मैगजीन और एक वायरलेस सेट भी लूट लिया है।,नक्सलियों ने पुलिस सीआरपीएफ जवानों से एक बुलेट प्रूफ जैकेट+ एक एके-47 रायफल+ चार मैग्जीन और एक वायरलेस सेट भी लूट लिया है।,1,synthetic
मनोरंजन उद्योग ने रोजगार सृजन के क्षेत्र में उसके योगदान को वित्त मंत्री द्वारा सराहे जाने में भी प्रसन्नता व्यक्त की है।,मनोरंजन उद्योग ने रोजगार सृजन के क्षेत्र में उसके योगदान को वित्त मंत्री द्वारा सराहे जाने पर भी प्रसन्नता व्यक्त की है।,2,synthetic
मेडम और सर जिन्होंने हमें पढ़ाया है+ वह आज स्कूल नहीं आया है क्योंकि आज छुट्टी है।,मेडम और सर जिन्होंने हमें पढ़ाया है+ वह आज स्कूल नहीं आये हैं क्योंकि आज छुट्टी है।,2,human
कीमतों में कमजोरी के चलते तेल विपणन कंपनियां जिनमें तीन बड़ी सरकारी कंपनियां इंडियन ऑयल कॉर्पोरेशन+ भारत पेट्रोलियम कॉर्पोरेशन और हिंदुस्तान पेट्रोलियम कॉर्पोरेशन शामिल हैं+ उनका मार्जिन बढ़े हुआ है।,कीमतों में कमजोरी के चलते तेल विपणन कंपनियां जिनमें तीन बड़ी सरकारी कंपनियां इंडियन ऑयल कॉर्पोरेशन+ भारत पेट्रोलियम कॉर्पोरेशन और हिंदुस्तान पेट्रोलियम कॉर्पोरेशन शामिल हैं+ उनका मार्जिन बढ़ा हुआ है।,1,synthetic
उनका मानना था कि यह शब्द कई देशों में कई भाषाओं में आसानी से पहचाने जाने योग्य थे और कि इसने सार्वभौमिक स्वीकृति का संकेत भी दिया था।,उनका मानना था कि यह शब्द कई देशों में कई भाषाओं में आसानी से पहचाने जाने योग्य था और कि इसने सार्वभौमिक स्वीकृति का संकेत भी दिया था।,1,synthetic
ऑनलाइन क्लासेज़ के दौरान बच्चे गेम्स खेलते रहते हैं मोबाइल पर इसलिए टीचर का बात सुनते नहीं हैं।,ऑनलाइन क्लासेज़ के दौरान बच्चे गेम्स खेलते रहते हैं मोबाइल पर इसलिए टीचर की बात नहीं सुनते।,2,human
देश में पिछले 24 घंटे में एक हजार दो सौ 11 व्यक्तियों में कोविड-19 के संक्रमण की पुष्टि हुई।,देश में पिछले 24 घंटे में एक हज़ार दो सौ 11 व्यक्तियों में कोविड-19 के संक्रमण की पुष्टि हुई।,1,synthetic
वह ऐसा करने में इसलिये सफल रहा क्योंकि जब वह 130-140 का पार पहुंच जाता है तो उसे रोकना मुश्किल हो जाता है।,वह ऐसा करने में इसलिये सफल रहा क्योंकि जब वह 130-140 के पार पहुंच जाता है तो उसे रोकना मुश्किल हो जाता है।,1,synthetic
इन कंपनियों में एसीसी+ एलएंडटी+ एचडीएफसी+ महिंद्रा एंड महिंद्रा+ हीरो मोटोकॉर्प+ ओएनजीसी+ कमिंस इंडिया आदि शामिल है।,इन कंपनियों में एसीसी+ एलएंडटी+ एचडीएफसी+ महिंद्रा एंड महिंद्रा+ हीरो मोटोकॉर्प+ ओएनजीसी+ कमिंस इंडिया आदि शामिल हैं।,1,synthetic
इस मौके पर छात्रों के अलावा स्थानीय लोगों और पंचायत प्रतिनिधियों ने भी बढ़-चढ़ कर भाग लिया।,इस मौके पर छात्रों के अलावा स्थानीय लोगों और पंचायत प्रतिनिधियों ने भी बढ़-चढ़कर भाग लिया।,1,synthetic
इस रोड शो में बीजेपी कार्यकर्ताओं की ओर से 'भाजपा जिंदाबाद' और 'मोदी की जय' जैसे नारे भी लगे।,इस रोड शो में बीजेपी कार्यकर्ताओं की ओर से 'भाजपा जिंदाबाद' और 'मोदी की जय' जैसे नारे भी लगे।,1,synthetic
एसयू 30 एमकेआई के स्क्वॉड्रन में शामिल होने से इस क्षेत्र में भारतीय वायु सेना का क्षमता बढ़ेगी।,एसयू 30 एमकेआई के स्क्वॉड्रन में शामिल होने से इस क्षेत्र में भारतीय वायु सेना की क्षमता बढ़ेगी।,1,synthetic
हालांकि वह असहिष्णुता पर बहस के राजनीतिक पहलुओं पर टिप्पणी से बचा और उन्हाेंने कहा+ 'सियासी लोग इसका कैसे उपयोग करते हैं+ मैं कुछ नहीं कहना चाहूंगा।, हालांकि वह असहिष्णुता पर बहस के राजनीतिक पहलुओं पर टिप्पणी से बचे और उन्हाेंने कहा+ 'सियासी लोग इसका कैसे उपयोग करते हैं+ मैं कुछ नहीं कहना चाहूंगा।,1,synthetic
उसके हत्-स्पन्दन की गति अब धीमा होती जा रहा थी और वह उसे सुन सकता था।,उसके हृदय-स्पंदन की गति अब धीमी होती जा रही थी और वह उसे सुन सकता था।,2,synthetic
तीन कुत्तों यहां रहता है और हमारे घर की रखवाली करता है और हम उनको रोज खाना देते हैं।,तीन कुत्ते यहां रहते हैं और हमारे घर की रखवाली करते हैं और हम उनको रोज खाना देते हैं।,4,human
आपके वरिष्ठ और आपके सहयोगी आपके काम से संतुष्ट रहेंगे। आपके काम की वजह से आपको पुरस्कार मिलेगा। अधिक पढ़ें…,आपके वरिष्ठ और आपके सहयोगी आपके काम से संतुष्ट रहेंगे। आपके काम की वजह से आपको पुरस्कार मिलेगा। और पढ़ें…,1,synthetic
वह परमेश्‍वर के सम्मुख एक अच्छी अंतःकरण रखना चाहते था सो उसने अपना व्यवसाय बदल लिया,वह परमेश्‍वर के सम्मुख एक अच्छा अंतःकरण रखना चाहता था सो उसने अपना व्यवसाय बदल लिया,2,synthetic
हमारे गांव के लोग मंदिर को जाते हैं और पूजा को करते हैं और प्रसाद को लेकर घर आते हैं।,हमारे गांव के लोग मंदिर जाते हैं और पूजा करते हैं और प्रसाद लेकर घर आते हैं।,3,human
मैं वीकेंड पर अपना पेरेंट्स के साथ पिकनिक स्पॉट विज़िट करता हूँ।,मैं सप्ताहांत पर अपने माता-पिता के साथ पिकनिक स्थल की यात्रा करता हूँ।,5,human
उन्होंने कहा कि गोदाम का एक हिस्सा हेतल सुतारिया नामक व्यक्ति ने किराए में लिया था वह रसायन कंपनी साहिल इंटरप्राइज के मालिक हैं।,उन्होंने कहा कि गोदाम का एक हिस्सा हेतल सुतारिया नामक व्यक्ति ने किराए पर लिया था वह रसायन कंपनी साहिल इंटरप्राइज के मालिक हैं।,1,synthetic
जब मैं बाज़ार गया था+ मैं एक सुंदर कपड़ा देखा और वह खरीद लिया।,जब मैं बाज़ार गया था+ मैंने एक सुंदर कपड़ा देखा और उसे खरीद लिया।,2,human
पौलुस लिखता है: “सब ने पाप किया है और परमेश्‍वर की महिमा से रहित हैं ।,पौलुस लिखता है: “सब ने पाप किया है और परमेश्वर की महिमा से रहित हैं।”,1,synthetic
"रेनो इंडिया के कंट्री प्रबंध निदेशक मार्क नासिफ ने बोला, 'हम औपचारिक रूप से 23 मई को इस कार को औपचारिक रूप से उतारूँगा।","रेनो इंडिया के कंट्री प्रबंध निदेशक मार्क नासिफ ने कहा, 'हम औपचारिक रूप से 23 मई को इस कार को औपचारिक रूप से उतारेंगे।",2,synthetic
जब मैं स्कूल से घर आता था तब मैं पार्क में खेलता था और अपने दोस्तों को मिलता था।,जब मैं स्कूल से घर आता था तब मैं पार्क में खेलता था और अपने दोस्तों से मिलता था।,1,human
वह ऑलवेज हैप्पी रहता है।,वह हमेशा खुश रहता है।,2,human
शाहिद कपूर और आलिया भट्ट का अपकमिंग फिल्म शानदार का पहला पोस्टर रिलीज हो गया है।,शाहिद कपूर और आलिया भट्ट की अपकमिंग फिल्म शानदार का पहला पोस्टर रिलीज हो गया है।,1,synthetic
आधिकारिक संशोधनों को करने और यह विधेयकों पर विचार करने और पारित करने के लिए आरंभिक सूचना लोक सभा को 11.05.2007 को दे दी गई थी ।,आधिकारिक संशोधनों को करने और इन विधेयकों पर विचार करने और पारित करने के लिए आरंभिक सूचना लोक सभा को 11.05.2007 को दे दी गई थी ।,1,synthetic
हमारे मकान की छत पर कबूतर ने अपना घोंसला बनाया है और अंडे दे दिया है।,हमारे मकान की छत पर कबूतर ने अपना घोंसला बनाया है और अंडे दिए हैं।,1,human
मेले का आयोजन चंडीगढ़ के अलावा जालंधर+ लुधियाना+ कोलकाता दिल्ली+ मुंबई+ अहमदाबाद+ पुणे+ बंगलुरू+ विजयवाड़ा+ हैदराबाद+ चेन्नई+ कोची और कोयंबटूर में किया जाएगा।,मेले का आयोजन चंडीगढ़ के अलावा जालंधर+ लुधियाना+ कोलकाता दिल्ली+ मुंबई+ अहमदाबाद+ पुणे+ बंगलुरू+ विजयवाड़ा+ हैदराबाद+ चेन्नई+ कोची और कोयंबटूर में किया जाएगा।,1,synthetic
गैलिलियो से लौटे चित्रों और इडा के द्रव्यमान के बाद के माप ने एस-प्रकार के क्षुद्रग्रहों के भूविज्ञान में नई अंतर्दृष्टि प्रदान किये।,गैलिलियो से लौटे चित्रों और इडा के द्रव्यमान के बाद के माप ने एस-प्रकार के क्षुद्रग्रहों के भूविज्ञान में नई अंतर्दृष्टि प्रदान की।,1,synthetic
हमारे परिवार के सभी सदस्य मिलकर त्योहार मनाता है और खुशियां बांटता है।,हमारे परिवार के सभी सदस्य मिलकर त्योहार मनाते हैं और खुशियां बांटते हैं।,4,human
वह डॉक्टर जो हमारे गाँव में आता है+ बहुत अच्छा इलाज करता है और गरीब मरीजों से पैसे नहीं लेता लेकिन अमीर लोगों से उचित फीस लेता है और सबका बराबर इलाज करता है।,वह डॉक्टर जो हमारे गाँव में आते हैं+ बहुत अच्छा इलाज करते हैं और गरीब मरीजों से पैसे नहीं लेते लेकिन अमीर लोगों से उचित फीस लेते हैं और सबका बराबर इलाज करते हैं।,5,human
वह फल खरीदा और घर लेकर आया सबके लिए।,उसने फल खरीदे और घर लेकर आया सबके लिए।,2,human
क्या आप मेरेको बता सकते हैं कि यह बस कहाँ जाती है?।,क्या आप मुझे बता सकते हैं कि यह बस कहाँ जाती है?।,1,human
थापर तथा अन्य के वकील अभिषेक मनु सिंघवी ने कहा+'' वे तीसरा पक्ष नहीं हैं और यह बड़ी मामला है।,थापर तथा अन्य के वकील अभिषेक मनु सिंघवी ने कहा+'' वे तीसरा पक्ष नहीं हैं और यह बड़ा मामला है।,1,synthetic
मुझे दो कारों की जरूरत हैं क्योंकि मेरा परिवार बड़ा है और हम साथ चलते हैं।,मुझे दो कारों की जरूरत है क्योंकि मेरा परिवार बड़ा है और हम साथ चलते हैं।,1,human
संविधान सभा का अध्यक्ष सुभाष नेमबांग की अध्यक्षता में कल बुलाई गई सभी पार्टियों की बैठक में कोइराला ने कहा कि भूकम्प के बाद के हालात से निपटना चुनौतीपूर्ण है।,संविधान सभा के अध्यक्ष सुभाष नेमबांग की अध्यक्षता में कल बुलाई गई सभी पार्टियों की बैठक में कोइराला ने कहा कि भूकम्प के बाद के हालात से निपटना चुनौतीपूर्ण है।,2,synthetic
उन्होंने कहा कि पिछले लंबे समय से कर्मचारी अपनी मांगों को लेकर आवाज उठा रहे हैं।,उन्होंने कहा कि पिछले लंबे समय से कर्मचारी अपनी माँगों को लेकर आवाज़ उठा रहे हैं।,1,synthetic
मेरी बहन ने मुझको एक सुंदर उपहार दिया जिससे मैं बहुत खुश हुआ।,मेरी बहन ने मुझे एक सुंदर उपहार दिया जिससे मैं बहुत खुश हुआ।,1,human
"यह उपलब्धि हासिल कर वह गैरी सोबर्स, शास्त्री, हर्शल गिब्स, युवराज, वारेस्टरशर के रॉस वाइटले और अफगानिस्तान के हजरतुल्लाह जजई की सूची में शामिल हो गई।","यह उपलब्धि हासिल कर वह गैरी सोबर्स, शास्त्री, हर्शल गिब्स, युवराज, वारेस्टरशर के रॉस वाइटले और अफगानिस्तान के हजरतुल्लाह जजई की सूची में शामिल हो गए।",1,synthetic
मेरा बेस्ट फ्रेंड हमेशा मुझे मदद करता है पढ़ाई में जब मैं परेशान होता हूँ।,मेरे बेस्ट फ्रेंड हमेशा मुझे मदद करते हैं पढ़ाई में जब मैं परेशान होता हूँ।,2,human
कांग्रेस को गृह+ सिंचाई+ स्वास्थ्य+ कृषि और महिला एवं बाल कल्याण विभाग मिले हैं+ जबकि जेडी(एस) को फाइनैंस ऐंड एक्साइज+ लोक निर्माण विभाग+ शिक्षा+ पर्यटन और ट्रांसपोर्ट विभाग मिले हैं।,कांग्रेस को गृह+ सिंचाई+ स्वास्थ्य+ कृषि और महिला एवं बाल कल्याण विभाग मिले हैं+ जबकि जेडी(एस) को फाइनैंस ऐंड एक्साइज+ लोक निर्माण विभाग+ शिक्षा+ पर्यटन और परिवहन विभाग मिले हैं।,1,synthetic
वहीं कैमरे को लेकर चर्चा है कि 12 मेगापिक्सल का रियर और 8 मेगापिक्सल का फ्रंट कैमरा हो सकता है सैमसंग गैलेक्सी एस8 में।,वहीं कैमरे को लेकर चर्चा है कि सैमसंग गैलेक्सी एस8 में 12 मेगापिक्सल के रियर और 8 मेगापिक्सल का फ्रंट कैमरा हो सकता है।,2,synthetic
कई लोग आज सुबह से काम कर रहा है और अभी तक थका नहीं है वे।,कई लोग आज सुबह से काम कर रहे हैं और वे अभी तक थके नहीं हैं।,3,human
मेरा फ्लैट का रेंट इतना महंगा है कि सैलरी का आधा हिस्सा चला जाता है।,मेरे फ्लैट का किराया इतना महंगा है कि तनख्वाह का आधा हिस्सा चला जाता है।,3,human
राजेश का बेटी स्कूल में पढ़ता है और खेल में भी अच्छा करता है और सभी उसको पसंद करता है।,राजेश की बेटी स्कूल में पढ़ती है और खेल में भी अच्छा करती है और सभी उसको पसंद करते हैं।,4,human
मेरे भाइयों का बच्चे सब एक ही स्कूल में पढ़ता है और साथ खेलता है।,मेरे भाइयों के बच्चे सब एक ही स्कूल में पढ़ते हैं और साथ खेलते हैं।,4,human
आज मैं इंडियन आर्ट गैलरी देखने को गया था और भारतीय कलाकार का काम देखकर प्रभावित हुआ।,आज मैं इंडियन आर्ट गैलरी देखने गया था और भारतीय कलाकारों के काम देखकर प्रभावित हुआ।,2,human
उनके नेतृत्व+ दूरदर्शिता+ परिपक्वता और वाणी ने एक लीग में उन्हें अपने आप में रखा।,उनके नेतृत्व+ दूरदर्शिता+ परिपक्वता और वाणी ने उन्हें अपने आप में एक लीग में रखा।,1,synthetic
हमारे मोहल्ले के सभी लोग मिलकर त्योहार मनाता है और एक-दूसरे की मदद करता है।,हमारे मोहल्ले के सभी लोग मिलकर त्योहार मनाते हैं और एक-दूसरे की मदद करते हैं।,1,human
मुंबई : दिग्गज अभिनेता ऋषि कपूर ने कपिल शर्मा और सुनील ग्रोवर से एक बाहर फिर साथ काम करने की आग्रह किया है।,मुंबई : दिग्गज अभिनेता ऋषि कपूर ने कपिल शर्मा और सुनील ग्रोवर से एक बार फिर साथ काम करने का आग्रह किया है।,2,synthetic
जैसे ही तुम घर पहुँचते हो+ मुझे फोन करते हो और मैं आता हूँ तुम्हारे पास।,जैसे ही तुम घर पहुँचोगे+ मुझे फोन करना और मैं तुम्हारे पास आऊँगा।,1,human
चार बहनें और दो भाई एक साथ मिलकर त्योहार मनाया और खूब मज़ा किया।,चार बहनें और दो भाई एक साथ मिलकर त्योहार मनाए और खूब मज़ा किया।,1,human
लोकसभा चुनाव में पार्टी को राज्य की 14 में से 12 सीटों पर जीत हासिल हुई थी।,लोकसभा चुनाव में पार्टी को राज्य की 14 में से 12 सीटों पर जीत हासिल हुई।,1,synthetic
अफगानिस्तान के राष्ट्रपति अशरफ गनी ने तालिबान से देश में जारी हिंसा को खत्म करने और अंतर-अफगान वार्ता शुरू करने के लिए आगे आने का आग्रह किए है।,अफगानिस्तान के राष्ट्रपति अशरफ गनी ने तालिबान से देश में जारी हिंसा को खत्म करने और अंतर-अफगान वार्ता शुरू करने के लिए आगे आने का आग्रह किया है।,1,synthetic
ऐसा संकेत नही है कि कृषि श्रमिकों की कमी से खाद्य फसलों की खेती पर प्रतिकूल प्रभाव पड़ा है।,ऐसा संकेत नहीं है कि कृषि श्रमिकों की कमी से खाद्य फ़सलों की खेती पर प्रतिकूल प्रभाव पड़ा है।,2,synthetic
यहाँ का लोग मेहमान का बहुत सम्मान करता है और खुशी से अपना घर में आमंत्रित करता है।,यहाँ के लोग मेहमान का बहुत सम्मान करते हैं और खुशी से अपने घर में आमंत्रित करते हैं।,4,human
"क्योंकि, भीड़ में इतने सारे लोग हो सकते थे जिन्होंने शायद अपनी फ्लाइट मिस कर दी हो, शायद वे महत्वपूर्ण काम के लिए जा रहे थे।","क्योंकि, भीड़ में इतने सारे लोग हो सकते थे जिन्होंने शायद अपनी फ़्लाइट मिस कर दी हो, शायद वे महत्वपूर्ण काम के लिए जा रहे थे।",2,synthetic
