incorrect,correct,#errors,data_source
मैं अभी काम करता हूँ और शाम को अपने दोस्तों से मिलता हूँ पार्क में।,मैं अभी काम करूँगा और शाम को पार्क में अपने दोस्तों से मिलूँगा।,2,human
फॉल नदी के बिशप के रूप में+ ओ'मॉली ने तो पहले फॉल नदी सूबा में यौन दुर्व्यवहार के मामले को सुलझाने का प्रयास किए था।,फॉल नदी के बिशप के रूप में+ ओ'मॉली ने पहले फॉल नदी सूबा में यौन दुर्व्यवहार के मामले को सुलझाने का प्रयास किया था।,3,synthetic
उसके बाद वह 1904 में जर्मनी में गोइन्टिंगेन यूनिवर्सिटी में शामिल हो गए और जर्मनी के गौटिंगेन विश्वविद्यालय से पीएचडी उपाधि प्राप्त की।,उसके बाद वह 1904 में जर्मनी में गोइन्टिंगेन विश्वविद्यालय में शामिल हो गए और जर्मनी के गौटिंगेन विश्वविद्यालय से पीएचडी उपाधि प्राप्त की।,1,synthetic
स्वास्थ्य मंत्री हर्षवर्द्धन कोरोना वायरस से निपटने में सरकार के द्वारा उठाए गए कदमों से सांसदों को अवगत कराया था,स्वास्थ्य मंत्री हर्षवर्द्धन ने कोरोना वायरस से निपटने में सरकार द्वारा उठाए गए कदमों से सांसदों को अवगत कराया,3,synthetic
मैं गणेश चतुर्थी में मुंबई गया था देखने को जुलूस बहुत भीड़ था सड़क पर।,मैं गणेश चतुर्थी में मुंबई गया था जुलूस देखने के लिए सड़क पर बहुत भीड़ थी।,3,human
हरभजन इस सूची में 417 विकेट से तीसरे और 400 विकेट का करीब बढ़ रहे अश्विन चौथे स्थान पर हैं।,हरभजन इस सूची में 417 विकेट से तीसरे और 400 विकेट के करीब बढ़ रहे अश्विन चौथे स्थान पर हैं।,4,synthetic
मेरे पिता मुझे को हर महीने पैसे भेजते हैं मेरी पढ़ाई के लिए।,मेरे पिता मुझे हर महीने पैसे भेजते हैं मेरी पढ़ाई के लिए।,1,human
शाहरुख खान संग पर्दे पर हौले हौले हो जाएगा प्यार गीत गाने वाली अनुष्का शर्मा अपने अभिनय के चरम पर इस फिल्म में बताई जा रही है।,शाहरुख खान के साथ पर्दे पर हौले हौले हो जाएगा प्यार गीत गाने वाली अनुष्का शर्मा अपने अभिनय के चरम पर इस फिल्म में बताई जा रही हैं।,4,synthetic
उदाहरण के लिए+ ग्राहक अपने परिसंपत्ति मूल्य नहीं जान पाएंगे क्योंकि यह इक्विटी निवेश नहीं है और इसके शुध्द परिसंपत्ति मूल्य का घोषणा नहीं की जाएगी।,उदाहरण के लिए+ ग्राहक अपने परिसंपत्ति मूल्य नहीं जान पाएंगे क्योंकि यह इक्विटी निवेश नहीं है और इसके शुद्ध परिसंपत्ति मूल्य की घोषणा नहीं की जाएगी।,1,synthetic
ई-बुक तकनीकी रूप से श्रेष्ठ अंतर्राष्ट्रीय मानकों को पूरा करती है और प्रिंट संस्करण का विश्वसनीय प्रतिकृति है।,ई-बुक तकनीकी रूप से श्रेष्ठ अंतर्राष्ट्रीय मानकों को पूरा करती है और प्रिंट संस्करण की विश्वसनीय प्रतिकृति है।,3,synthetic
बीसीसीआई का नए संविधान के अनुसार आईपीएल के संपन्न होने और भारतीय टीम के अंतर्राष्ट्रीय मैचों के बीच 15 दिनों का अंतर होना चाहिए।,बीसीसीआई के नए संविधान के अनुसार आईपीएल के संपन्न होने और भारतीय टीम के अंतर्राष्ट्रीय मैचों के बीच 15 दिनों का अंतर होना चाहिए।,4,synthetic
वह हमेशा लेट आता है क्लास में।,वह हमेशा कक्षा में देर से आता है।,2,human
मुझे लगता है भारत में अंग्रेजी भाषा भी बहुत बोला जाता है शिक्षित लोगों के बीच।,मुझे लगता है भारत में अंग्रेजी भाषा भी बहुत बोली जाती है शिक्षित लोगों के बीच।,1,human
कल हमारे स्पोर्ट्स कॉम्पिटिशन में मैं पार्टिसिपेट करूँगा और बैडमिंटन मैच खेलूँगा लेकिन प्रैक्टिस कम किया है।,कल हमारी खेल प्रतियोगिता में मैं भाग लूँगा और बैडमिंटन मैच खेलूँगा लेकिन अभ्यास कम किया है।,5,human
बिजली का कनेक्शन कटवाने के लिए भी पैसा देना पड़ता है।,बिजली का कनेक्शन कटवाने के लिए भी पैसे देने पड़ते हैं।,2,human
उसने बताया कि परमेश्‍वर की आत्मा उसके चेलों को सिखाएगी और सही राह दिखाएगी ।,उसने बताया कि परमेश्वर की आत्मा उसके चेलों को सिखाएगी और सही राह दिखाएगी।,3,synthetic
अगर वह धोखा दे सकता है मुझे तो वह देश को भी धोखा दे सकता है।,अगर वह मुझे धोखा दे सकता है तो वह देश को भी धोखा दे सकता है।,4,synthetic
इसके बाद धोनी पर मैच का 75% और मुस्तफिजुर पर 50% का जुर्माना लगाया गई था।,इसके बाद धोनी पर मैच का 75% और मुस्तफिजुर पर 50% का जुर्माना लगाया गया था।,1,synthetic
मैं गूगल ट्रांसलेट का इस्तेमाल करता हूँ हिंदी वाक्य समझने को जब कुछ मुश्किल होता है।,मैं गूगल ट्रांसलेट का इस्तेमाल करता हूँ हिंदी वाक्य समझने के लिए जब कुछ मुश्किल होता है।,1,human
वह मेक करता है गुड डिसीजन्स।,वह अच्छे निर्णय लेता है।,3,human
उसका माँ रोज़ सुबह मंदिर जाता है और भगवान को प्रार्थना करता है फिर घर आकर सबके लिए खाना बनाता है।,उसकी माँ रोज़ सुबह मंदिर जाती हैं और भगवान से प्रार्थना करती हैं फिर घर आकर सबके लिए खाना बनाती हैं।,5,human
बता दें कि हाल के दिनों में जापान की प्रमुख दूरसंचार कंपनी एनटीटी डोकोमो ने खरीदने की घोषणा की है टाटा टेलिसर्विसेज की 26 फीसदी हिस्सेदारी।,बता दें कि हाल के दिनों में जापान की प्रमुख दूरसंचार कंपनी एनटीटी डोकोमो ने टाटा टेलिसर्विसेज की 26 फीसदी हिस्सेदारी खरीदने की घोषणा की है।,4,synthetic
राम और श्याम जो मेरे पड़ोसी है+ वह कल दिल्ली जा रहा है।,राम और श्याम जो मेरे पड़ोसी हैं+ वे कल दिल्ली जा रहे हैं।,3,human
तीन बजे तक सभी मेहमान आ गया था और हम सब मिलकर जश्न मनाया।,तीन बजे तक सभी मेहमान आ गए थे और हम सब ने मिलकर जश्न मनाया।,2,human
"समीक्षाधीन अवधि में साझा कोषों ने शेयरों में 40.40 करोड़ रुपए की शुद्ध बिकवाली की, जबकि ऋण बाजार में वे 220.31 करोड़ रुपए के शुद्ध खरीदार रहे।","समीक्षाधीन अवधि में साझा कोषों ने शेयरों में 40.40 करोड़ रुपये की शुद्ध बिकवाली की, जबकि ऋण बाज़ार में वे 220.31 करोड़ रुपये के शुद्ध खरीदार रहे।",2,synthetic
उसके पास कई बुक्स हैं लेकिन वो रीड नहीं करता।,उसके पास कई पुस्तकें हैं लेकिन वह पढ़ता नहीं।,3,human
पौष मास की शुक्ल पक्ष को पड़ने वाली एकादशी को पुत्रदा एकादशी के नाम से जाना जाता था।,पौष मास की शुक्ल पक्ष को पड़ने वाली एकादशी को पुत्रदा एकादशी के नाम से जाना जाता है।,4,synthetic
पीएम मोदी ने बैठक में कहा कि सरकार हर मुद्दे पर चर्चा के लिए तैयार है।,पीएम मोदी ने बैठक में कहा कि सरकार हर मुद्दे पर चर्चा के लिए तैयार है।,3,synthetic
नीति आयोग का कहना है कि अगले 7 सालों में (2022-23 तक) किसानों की आय दोगुनी करने का मोदी सरकार का लक्ष्य हो संभव नहीं सकता।,नीति आयोग का कहना है कि अगले 7 सालों में (2022-23 तक) किसानों की आय दोगुनी करने का मोदी सरकार का लक्ष्य संभव नहीं हो सकता।,1,synthetic
तीन मंजिलों इस इमारत में हैं और हम दूसरी मंजिल पर रहते हैं।,तीन मंजिलें इस इमारत में हैं और हम दूसरी मंजिल पर रहते हैं।,1,human
क्या तुम कल शाम को मुझे मिलने आएगा? मैं तुम्हारा इंतज़ार करता हूँ।,क्या तुम कल शाम को मुझसे मिलने आओगे? मैं तुम्हारा इंतज़ार करूँगा।,3,human
उसने वकालत के आकर्षक पेशे को छोड़ दिया और अपनी पूरी संपत्ति राष्ट्र की सेवा में समर्पित कर दी।,उन्होंने वकालत के आकर्षक पेशे को छोड़ दिया और अपनी पूरी संपत्ति राष्ट्र की सेवा में समर्पित कर दी।,3,synthetic
मेरी माँ हर दिन सुबह जल्दी उठकर पूजा-पाठ करती है फिर सबके लिए नाश्ता बनाती है और हम सबको खिलाकर ही अपना खाना खाती है क्योंकि यही हमारा घर का नियम है।,मेरी माँ हर दिन सुबह जल्दी उठकर पूजा-पाठ करती हैं फिर सबके लिए नाश्ता बनाती हैं और हम सबको खिलाकर ही अपना खाना खाती हैं क्योंकि यही हमारे घर का नियम है।,4,human
स्वैच्छिक परिसमापन से संबंधित धारा 54 के संबंध में+ उपबंध में इस आधार के सिवाय+ कि अपने दायित्वों के कारण से वह अपना कारबार जारी नहीं रख सकेगी+ परिसमाप्त नहीं की जाना चाहिए।,स्वैच्छिक परिसमापन से संबंधित धारा 54 के संबंध में+ उपबंध में इस आधार के सिवाय+ कि अपने दायित्वों के कारण से वह अपना कारबार जारी नहीं रख सकेगी+ परिसमाप्त नहीं की जानी चाहिए।,1,synthetic
इस मौके पर भाजपा के जिला अध्यक्ष धर्मबीर मिर्जापुर+ भाजपा के युवा नेता साहिल सुधा+ नप कैथल के चेयरमैन यशपाल प्रजापत मौजूद थे सहित अन्य नेता।,इस मौके पर भाजपा के जिला अध्यक्ष धर्मबीर मिर्जापुर+ भाजपा के युवा नेता साहिल सुधा+ नप कैथल के चेयरमैन यशपाल प्रजापत सहित अन्य नेता मौजूद थे।,4,synthetic
आज फिजिक्स का लैब था जहाँ हमने नया एक्सपेरिमेंट किया था बिजली के बारे में।,आज फिजिक्स की लैब थी जहाँ हमने नए एक्सपेरिमेंट किए थे बिजली के बारे में।,4,human
इरफान पठान ने साल 2020 के शुरुआत में ही यानी चार जनवरी को आधिकारिक तौर पर अंतरराष्ट्रीय क्रिकेट से संन्यास के एलान कर दिया।,इरफान पठान ने साल 2020 की शुरुआत में ही यानी चार जनवरी को आधिकारिक तौर पर अंतरराष्ट्रीय क्रिकेट से संन्यास का एलान कर दिया।,2,synthetic
आचार्य महोदय ने अपने शिष्यों को आशीर्वाद दिया और बोला कि तुम सफल हो।,आचार्य महोदय ने अपने शिष्यों को आशीर्वाद दिया और बोले कि आप सफल हों।,3,human
"उदाहरण के लिए, गहरे समुद्र के तलछट में नाइट्रोजन खो दिया, महासागर के तलछट में नाइट्रोजन, मिट्टी वगैरह में अमोनिया जलाशयों का उदाहरण हैं।","उदाहरण के लिए, गहरे समुद्र के तलछट में नाइट्रोजन खो गया, महासागर के तलछट में नाइट्रोजन, मिट्टी वगैरह में अमोनिया जलाशयों के उदाहरण हैं।",2,synthetic
नेटफ्लिक्स पर हिंदी वेब सीरीज़ देखना मुझे बहुत पसंद आता है क्योंकि कहानी दिलचस्प होता है।,नेटफ्लिक्स पर हिंदी वेब सीरीज़ देखना मुझे बहुत पसंद आता है क्योंकि कहानी दिलचस्प होती है।,1,human
हमारे बच्चों के स्कूल में नया सिस्टम शुरू हुआ है कि अब सभी फीस ऑनलाइन जमा करनी होगी और कोई कैश पेमेंट नहीं लेंगे जो एक अच्छी बात है पारदर्शिता के लिए।,हमारे बच्चों के स्कूल में नई व्यवस्था शुरू हुई है कि अब सभी फीस ऑनलाइन जमा करनी होगी और कोई नकद भुगतान नहीं लेंगे जो एक अच्छी बात है पारदर्शिता के लिए।,3,human
भारतीय ओलम्पिक संघ (आईओए) के महासचिव राजीव मेहता कायम हैं आईओए की कानूनी समिति के कन्वेनर पद पर जबकि सीनियर वाइस प्रेसिडेंट आर. के. आनंद समिति के चेयरमैन बरकरार है।,भारतीय ओलम्पिक संघ (आईओए) के महासचिव राजीव मेहता आईओए की कानूनी समिति के कन्वेनर पद पर कायम हैं जबकि सीनियर वाइस प्रेसिडेंट आर. के. आनंद समिति के चेयरमैन बरकरार है।,4,synthetic
अगले कुछ महीनों में हम करेंगे ऐसा इंतज़ाम जिसमें लगातार यह जानकारी मिलती रहे कि बच्चों को पढ़ाई का कितना फायदा पहुँच रहा है।,अगले कुछ महीनों में हम ऐसा इंतज़ाम करेंगे जिसमें लगातार यह जानकारी मिलती रहे कि बच्चों को पढ़ाई का कितना फायदा पहुँच रहा है।,4,synthetic
मैं कल से अपना डाइली रूटीन चेंज करूँगा और मॉर्निंग में एक्सरसाइज़ शुरू करूँगा क्योंकि डॉक्टर ने एडवाइस दिया है कि फिट रहने के लिए फिजिकल एक्टिविटी जरूरी है और हेल्थ को मेंटेन करना चाहिए।,मैं कल से अपनी दैनिक दिनचर्या बदलूँगा और सुबह में व्यायाम शुरू करूँगा क्योंकि डॉक्टर ने सलाह दी है कि स्वस्थ रहने के लिए शारीरिक गतिविधि जरूरी है और स्वास्थ्य को बनाए रखना चाहिए।,5,human
तुम कितना समय यहां रहता था जब तुम पिछली बार अपने दादा-दादी से मिलने आया था?।,तुम कितना समय यहां रहे थे जब तुम पिछली बार अपने दादा-दादी से मिलने आए थे?।,2,human
"” उन्होंने कोलगेट, यूनिलीवर, प्रोक्टर एंड गैम्बल जैसी बहुराष्ट्रीय कंपनियों पर आरोप भी लगाया भारत में 50 लाख करोड़ रुपए से अधिक की पूंजी की जमाखोरी करने का।","” उन्होंने कोलगेट, यूनिलीवर, प्रोक्टर एंड गैम्बल जैसी बहुराष्ट्रीय कंपनियों पर भारत में 50 लाख करोड़ रुपए से अधिक की पूंजी की जमाखोरी करने का आरोप भी लगाया।",4,synthetic
मलाइका अरोड़ा और अर्जुन कपूर इन दिनों अपनी रिलेशनशिप को लेकर आए दिन सुर्खियों में रहते हैं।,मलाइका अरोड़ा और अर्जुन कपूर इन दिनों अपनी रिलेशनशिप को लेकर आए दिन सुर्खियों में रहते हैं।,4,synthetic
साथियों+ लॉकडाउन के दौरान+ गरीबों को भोजन की दिक्कत न हो+ इसके लिए जिस तरह योगी सरकार ने काम किया है+ वो भी अभूतपूर्व है।,साथियों+ लॉकडाउन के दौरान+ गरीबों को भोजन की दिक्कत न हो+ इसके लिए जिस तरह योगी सरकार ने काम किया है+ वो भी अभूतपूर्व है।,3,synthetic
वैज्ञानिकों ने इस ब्लैक होल का पता लगाने के लिए मध्य न्यू मेक्सिको में स्थित वीएलए रेडियो एस्ट्रोनॉमी अब्जर्वेटरी का प्रयोग किया ही।,वैज्ञानिकों ने इस ब्लैक होल का पता लगाने के लिए मध्य न्यू मेक्सिको में स्थित वीएलए रेडियो एस्ट्रोनॉमी अब्जर्वेटरी का प्रयोग किया।,4,synthetic
आज मैं इंडियन आइडल देखने को बैठा हूँ जहाँ बहुत अच्छा गायक प्रतियोगिता कर रहा है।,आज मैं इंडियन आइडल देखने बैठा हूँ जहाँ बहुत अच्छे गायक प्रतियोगिता कर रहे हैं।,3,human
ये दोनों ही वैरिएंट 5 स्पीड मैनुअल गियर बॉक्स और 6 स्पीड मैनुअल ट्रांसमिशन गियरबॉक्स के साथ उपलब्ध हैं।,ये दोनों ही वेरिएंट 5 स्पीड मैनुअल गियरबॉक्स और 6 स्पीड मैनुअल ट्रांसमिशन गियरबॉक्स के साथ उपलब्ध हैं।,3,synthetic
जाँच न की जाए तो यह रोग चेहरे और छोरों को बुरी तरह विकलांग कर सकता है ।,जांच न की जाए तो यह रोग चेहरे और छोरों को बुरी तरह विकलांग कर सकता है।,3,synthetic
पाँच दिनों तक रोमियों ने दीवार पर चढ़ना चाहा+ और बार-बार खदेड़े गए विकासों का सारांश देते हुए+ खण्ड यरूशलेम पर रोमी घेराव कहता है।,"विकासों का सारांश देते हुए+ खण्ड यरूशलेम पर रोमी घेराव (अंग्रेज़ी) कहता है: ""पाँच दिनों तक रोमियों ने दीवार पर चढ़ना चाहा+ और बार - बार खदेड़े गए ।""",3,synthetic
"इससे पहले, देश में सभी संग्रहालयों और कला दीर्घाओं को बंद कर दिया गया था इस साल 17 मार्च से कोविड महामारी की वजह से।","इससे पहले, कोविड महामारी की वजह से देश में इस साल 17 मार्च से सभी संग्रहालयों और कला दीर्घाओं को बंद कर दिया गया था।",4,synthetic
इस मामले में पाकिस्तान रैंकिंग में नंबर एक और भारत नंबर दो पर था और इसलिए उन्हें अलग अलग ग्रुप में जगह मिली।,"इस मामले में पाकिस्तान रैंकिंग में नंबर एक और भारत नंबर दो पर था, इसलिए उन्हें अलग-अलग ग्रुप में जगह मिली।",2,synthetic
वहीं टेबल टेनिस में भारतीय चुनौती समाप्त हो गई जिसमें अचंता शरत कमल और एंथोनी अमलराज हार गए पुरूष एकल स्पर्धा के प्री क्वार्टरफाइनल में।,वहीं टेबल टेनिस में भारतीय चुनौती समाप्त हो गई जिसमें अचंता शरत कमल और एंथोनी अमलराज पुरूष एकल स्पर्धा के प्री क्वार्टरफाइनल में हार गए।,1,synthetic
जम्मू कश्मीर लिब्रेशन फ्रंट के लीडर यासीन मलिक+ शबीर शाह+ जफर भट और मसर्रत आलम के हाउसेस पर भी इन्वेस्टिगेशन की है।,जम्मू कश्मीर लिब्रेशन फ्रंट के नेता यासीन मलिक+ शबीर शाह+ जफर भट और मसर्रत आलम के घरों पर भी जांच की है।,3,synthetic
मैं हर दिन सुबह उठता हूँ और व्यायाम करता हूँ अपने स्वास्थ्य के लिए।,मैं हर दिन सुबह उठता हूँ और अपने स्वास्थ्य के लिए व्यायाम करता हूँ।,1,human
मैं अपना स्मार्टफोन यूज़ करके ऑनलाइन लेक्चर अटेंड करता हूँ घर पर बैठकर।,मैं अपने स्मार्टफोन का उपयोग करके घर पर बैठकर ऑनलाइन व्याख्यान में भाग लेता हूँ।,5,human
रिपोर्ट मिलने तक इनमें से किसी एक भी घटना की किसी व्यक्ति या गुट ने ज़िम्मेदारी नहीं ली थे।,रिपोर्ट मिलने तक इनमें से किसी एक भी घटना की किसी व्यक्ति या गुट ने ज़िम्मेदारी नहीं ली थी।,3,synthetic
अम्बा रुष्ट हो कर परशुराम के पास गई और उनसे अपनी व्यथा सुना कर सहायता माँगी।,अंबा रुष्ट होकर परशुराम के पास गई और उनसे अपनी व्यथा सुनाकर सहायता मांगी।,3,synthetic
बच्चे स्कूल से घर आकर पहले खाना खाते हैं फिर अपना होमवर्क करते हैं।,बच्चे स्कूल से घर आकर पहले खाना खाते हैं फिर अपना गृहकार्य करते हैं।,1,human
"लगभग 29 मिलियन सूक्ष्म, लघु और मध्यम उद्यम इकाइयों में करीब 69 मिलियन व्यक्तियों को मिलता है रोजगार।","लगभग 29 मिलियन सूक्ष्म, लघु और मध्यम उद्यम इकाइयों में करीब 69 मिलियन व्यक्तियों को रोजगार प्राप्त होता है।",4,synthetic
मैं घर जाता हूँ और कपड़े बदलता हूँ फिर पार्क में टहलने के लिए निकलता हूँ।,मैं घर जाऊँगा और कपड़े बदलूँगा फिर पार्क में टहलने के लिए निकलूँगा।,1,human
उन्होंने आरोप लगाते हुए कहा कि भाजपा सरकार शिक्षा के अधिकार कानून का उल्लंघन कर रही है।,उन्होंने आरोप लगाते हुए कहा कि भाजपा सरकार शिक्षा के अधिकार क़ानून का उल्लंघन कर रही है।,1,synthetic
जब मौसम अच्छा होता है+ मैं बाहर जाता हूँ और टहलता हूँ।,जब मौसम अच्छा होता है+ मैं बाहर जाता हूँ और टहलता हूँ।,1,human
हॉकी टीम में हर किसी की अपनी भूमिका होती है और मुझे खुशी है कि मैंने अपनी टीम के लिए एक अच्छा ड्रैग फ्लिकर बनने के लिए अच्छे प्रयास किए।,हॉकी टीम में हर किसी की अपनी भूमिका होती है और मुझे खुशी है कि मैंने अपनी टीम के लिए एक अच्छी ड्रैग फ्लिकर बनने के लिए अच्छे प्रयास किए।,1,synthetic
स्टेट एजुकेशन डिपार्टमेंट स्टूडेंट्स की सिक्योरिटी के लिए 73 लाख फेस मास्क का डिस्ट्रिब्यूशन करेगा।,राज्य शिक्षा विभाग विद्यार्थियों की सुरक्षा के लिए 73 लाख फेस मास्क का वितरण करेगा।,6,synthetic
छह लड़कों मैदान में दौड़ता है और खेलता है और उन्हें देखकर मेरा भी खेलने का मन करता है।,छह लड़के मैदान में दौड़ते हैं और खेलते हैं और उन्हें देखकर मेरा भी खेलने का मन करता है।,2,human
बैंक में खाता खुलवाने के लिए बहुत सारा कागजात चाहिए और समय भी लगता है ज्यादा।,बैंक में खाता खुलवाने के लिए बहुत सारे कागज़ात चाहिए और समय भी लगता है ज्यादा।,2,human
आज रेस्टोरेंट में खाना ऑर्डर किया लेकिन टेस्ट अच्छा नहीं था और सर्विस भी स्लो था।,आज भोजनालय में खाना मांगा लेकिन स्वाद अच्छा नहीं था और सेवा भी धीमी थी।,5,human
"इस संबंधी मोहाली पुलिस द्वारा दर्ज किया गया है मामला इन दो व्यक्तियों के खिलाफ आईपीसी की धारा 406,420 के तहत।","इस संबंधी मोहाली पुलिस द्वारा इन दो व्यक्तियों के खिलाफ आईपीसी की धारा 406,420 के तहत मामला दर्ज किया गया।",4,synthetic
वे औरत रोज़ सुबह अपने बच्चों को तैयार करता है और स्कूल भेजकर काम पर चली जाता है।,वह औरत रोज़ सुबह अपने बच्चों को तैयार करती है और स्कूल भेजकर काम पर चली जाती है।,3,human
हमने बीड़ा उठाया है जब महात्मा गांधी का 150वां जयंती होगा तब तक इन चार करोड़ फैमिली में फ्री में बिजली का कनेक्शन दे दिया जाएगा।,हमने बीड़ा उठाया है जब महात्मा गांधी की 150वीं जयंती होगी तब तक इन चार करोड़ परिवारों में मुफ्त में बिजली का कनेक्शन दे दिया जाएगा।,5,synthetic
सिलविया नाम की एक बहन जो 38 सालों से बेथेल में सेवा कर रही हैं वह अपने कुँवारेपन को एक आशीष समझती हैं।,सिलविया नाम की एक बहन जो 38 सालों से बेथेल में सेवा कर रही है वह अपने कुँवारेपन को एक आशीष समझती है ।,3,synthetic
अगर आप मैच जीतने का कोशिश कर रहे हो तो आपको 20 विकेट चटकाने के लिये समय चाहिए होता।,अगर आप मैच जीतने की कोशिश कर रहे हो तो आपको 20 विकेट चटकाने के लिये समय चाहिए होता है।,3,synthetic
"जी हाँ, हम खुश रहेंगे और कामयाब होंगे, अगर हम हर हाल में यहोवा की आज्ञा मानेंगे। — नीति.","जी हाँ, अगर हम हर हाल में यहोवा की आज्ञा मानेंगे, तो हम खुश रहेंगे और कामयाब होंगे। — नीति.",4,synthetic
डॉक्टर ने कहा कि ब्लड प्रेशर हाई है इसलिए नमक कम खाना चाहिए।,डॉक्टर ने कहा कि रक्तचाप उच्च है इसलिए नमक कम खाना चाहिए।,2,human
उसका बेटी कल कॉलेज से स्नातक उपाधि प्राप्त किया है और अब वह एक अच्छा नौकरी की तलाश कर रहा है।,उसकी बेटी ने कल कॉलेज से स्नातक उपाधि प्राप्त की है और अब वह एक अच्छी नौकरी की तलाश कर रही है।,5,human
उधर+ भाजपा का दावा है कि जय श्री राम के नारे लगाने पर तृणमूल कांग्रेस के कार्यकर्ताओं ने उनकी पार्टी कार्यकर्ता की हत्या कर दी गला दबाकर।,उधर+ भाजपा का दावा है कि जय श्री राम के नारे लगाने पर तृणमूल कांग्रेस के कार्यकर्ताओं ने उनकी पार्टी कार्यकर्ता की गला दबाकर हत्या कर दी।,1,synthetic
वाइरस शरीर को जीवाणु संक्रमण के प्रति अधिक सेंसिटिव बना देते हैं. इस वजह से+ वाइरस-जनित निमोनिया की एक प्रॉब्लम के रूप में जीवाणु-जन्य निमोनिया होता है।,वाइरस शरीर को जीवाणु संक्रमण के प्रति अधिक संवेदनशील बना देते हैं. इस वजह से+ वाइरस-जनित निमोनिया की एक समस्या के रूप में जीवाणु-जन्य निमोनिया होता है।,2,synthetic
उन्होंने कहा कि इस लॉ में भारतीय मुसलमान या किसी अन्य रिलिजियस कम्युनिटी के खिलाफ एक भी शब्द नहीं है,उन्होंने कहा कि इस कानून में भारतीय मुसलमान या किसी अन्य धार्मिक समुदाय के खिलाफ एक भी शब्द नहीं है,1,synthetic
वे मकान बहुत पुराना है लेकिन अभी भी मजबूत है और हमारा परिवार खुशी से इसमें रहता है।,वह मकान बहुत पुराना है लेकिन अभी भी मजबूत है और हमारा परिवार खुशी से इसमें रहता है।,1,human
वह कॉन्फिडेंट है अपने आप में।,वह अपने आप में आत्मविश्वासी है।,2,human
उसकी बातों का लोगों पर प्रभाव हुआ और उन्होंने उससे विनती की कि वह उनके लिए प्रार्थना करे।,उसकी बातों का लोगों पर असर हुआ और उन्होंने उससे बिनती की कि वह उनके लिए प्रार्थना करे ।,2,synthetic
यह शिक्षक छात्रों को बहुत अच्छा पढ़ाता है और हमेशा उनके भविष्य के बारे में सोचता रहता है।,यह शिक्षक छात्रों को बहुत अच्छा पढ़ाते हैं और हमेशा उनके भविष्य के बारे में सोचते रहते हैं।,2,human
पूरे देश से लगभग 200 शिक्षाविदों+ डॉक्टरों+ वैज्ञानिकों और रिसर्चरों ने इस कांफ्रेंस में भाग लिया।,पूरे देश से लगभग 200 शिक्षाविदों+ चिकित्सकों+ वैज्ञानिकों और शोधकर्ताओं ने इस सम्मेलन में भाग लिया।,3,synthetic
हमारे गांव के लोग मंदिर को जाते हैं और पूजा को करते हैं और प्रसाद को लेकर घर आते हैं।,हमारे गांव के लोग मंदिर जाते हैं और पूजा करते हैं और प्रसाद लेकर घर आते हैं।,3,human
