incorrect,correct,#errors,data_source
मेरा टीचर हमेशा कहता है कि पढ़ाई नियमित करना चाहिए रोज़ाना।,मेरे टीचर हमेशा कहते हैं कि पढ़ाई नियमित करनी चाहिए रोज़ाना।,3,human
उसका छोटा भाई अभी स्कूल जाना शुरू किया है और बहुत शरारती है लेकिन पढ़ाई में तेज़ है।,उसके छोटे भाई ने अभी स्कूल जाना शुरू किया है और बहुत शरारती है लेकिन पढ़ाई में तेज़ है।,3,human
मुझे लगता है मैं अपना होमवर्क को समय पर पूरा कर लूँगा आज।,मुझे लगता है मैं अपना होमवर्क समय पर पूरा कर लूँगा आज।,1,human
तुम अपने कमरे की चाबी मेरे को दो ताकि मैं उसे साफ कर सकूँ।,तुम अपने कमरे की चाबी मुझे दो ताकि मैं उसे साफ कर सकूँ।,1,human
वह टीवी देखा दो घंटे तक और फिर पढ़ने लगा।,उसने टीवी देखा दो घंटे तक और फिर पढ़ने लगा।,1,human
मेरी मम्मी ऑफिस से आकर फूड बनाती है और हम साथ खाते हैं।,मेरी माँ कार्यालय से आकर भोजन बनाती हैं और हम साथ खाते हैं।,3,human
प्रधानमंत्री ने घोषणा की कि वह अगले महीने हमारे राज्य का दौरा करेगा और नई योजनाओं की शुरुआत करेगा।,प्रधानमंत्री ने घोषणा की कि वे अगले महीने हमारे राज्य का दौरा करेंगे और नई योजनाओं की शुरुआत करेंगे।,2,human
आज बारिश हो रहा है इसलिए मैं घर में रहूँगा और चाय पीकर किताब पढ़ूँगा।,आज बारिश हो रही है इसलिए मैं घर में रहूँगा और चाय पीकर किताब पढ़ूँगा।,1,human
वह जब पढ़ता है+ तब मुझे कॉल करता है और मैं उसकी मदद करता हूँ पढ़ाई में।,वह जब पढ़ेगा+ तब मुझे कॉल करेगा और मैं उसकी पढ़ाई में मदद करूँगा।,2,human
गर्मी की छुट्टियों में हमने पहाड़ों पर जाने का प्रोग्राम बनाया था लेकिन होटल की बुकिंग नहीं मिला क्योंकि सब जगह भर गया था और अंत में घर पर ही रहना पड़ा।,गर्मी की छुट्टियों में हमने पहाड़ों पर जाने का कार्यक्रम बनाया था लेकिन होटल की बुकिंग नहीं मिली क्योंकि सब जगह भर गई थी और अंत में घर पर ही रहना पड़ा।,3,human
उसका इंटरेस्ट म्यूजिक में है और वह गिटार प्रैक्टिस करता है रेगुलरली।,उसकी रुचि संगीत में है और वह नियमित रूप से गिटार का अभ्यास करता है।,5,human
मैंने अपनी बहन के लिए दो सुंदर ड्रेसों खरीदी और उसे दी उसके जन्मदिन पर।,मैंने अपनी बहन के लिए दो सुंदर ड्रेस खरीदीं और उसके जन्मदिन पर उसे दीं।,2,human
मेरे ऑफिस के सभी कर्मचारी कड़ी मेहनत करता है और कंपनी को लाभ पहुंचाता है।,मेरे ऑफिस के सभी कर्मचारी कड़ी मेहनत करते हैं और कंपनी को लाभ पहुंचाते हैं।,1,human
अगर तुम मेहनत करते हो+ तो तुम परीक्षा में अच्छे अंक पाते हो और पास होते हो।,अगर तुम मेहनत करोगे+ तो तुम परीक्षा में अच्छे अंक पाओगे और पास होगे।,1,human
वह अपने माता-पिता के साथ रहता है और उनको बहुत प्यार करता है हमेशा।,वह अपने माता-पिता के साथ रहता है और हमेशा उन्हें बहुत प्यार करता है।,2,human
इस दुकान पर कई मिठाइयों मिलती हैं जो बहुत स्वादिष्ट होती हैं हमेशा।,इस दुकान पर कई मिठाइयाँ मिलती हैं जो हमेशा बहुत स्वादिष्ट होती हैं।,2,human
मैं अपना स्मार्टफोन यूज़ करके ऑनलाइन लेक्चर अटेंड करता हूँ घर पर बैठकर।,मैं अपने स्मार्टफोन का उपयोग करके घर पर बैठकर ऑनलाइन व्याख्यान में भाग लेता हूँ।,5,human
चार मछलियों तालाब में तैर रहा है और पानी से निकलकर कूद रहा है और सूरज की रोशनी में चमक रहा है।,चार मछलियां तालाब में तैर रही हैं और पानी से निकलकर कूद रही हैं और सूरज की रोशनी में चमक रही हैं।,4,human
कई किसानों अपने खेतों में काम कर रहा है और फसल उगा रहा है और पानी दे रहा है।,कई किसान अपने खेतों में काम कर रहे हैं और फसल उगा रहे हैं और पानी दे रहे हैं।,4,human
मेरे गांव के सभी लोग एक-दूसरे की मदद करता है और मिलजुलकर रहता है।,मेरे गांव के सभी लोग एक-दूसरे की मदद करते हैं और मिलजुलकर रहते हैं।,4,human
हमारे गाँव में एक पुराना मंदिर को है जहाँ लोग रोज़ भजन गाते हैं।,हमारे गाँव में एक पुराना मंदिर है जहाँ लोग रोज़ भजन गाते हैं।,1,human
मैं रोज़ सुबह जल्दी उठकर योग करता हूँ और फिर तैयार होकर काम पर जाता हूँ लेकिन शाम को बहुत थकान होता है।,मैं रोज़ सुबह जल्दी उठकर योग करता हूँ और फिर तैयार होकर काम पर जाता हूँ लेकिन शाम को बहुत थकान होती है।,1,human
मेरा बहन दिल्ली में रहता है और वहां पढ़ाई करता है और कई साल से वहां रह रही है।,मेरी बहन दिल्ली में रहती है और वहां पढ़ाई करती है और कई साल से वहां रह रही है।,3,human
मेरे सभी रिश्तेदार कल हमारे घर आएगा और दिवाली का त्योहार मनाएगा।,मेरे सभी रिश्तेदार कल हमारे घर आएंगे और दिवाली का त्योहार मनाएंगे।,2,human
मुझे लगता है भारत में अंग्रेजी भाषा भी बहुत बोला जाता है शिक्षित लोगों के बीच।,मुझे लगता है भारत में अंग्रेजी भाषा भी बहुत बोली जाती है शिक्षित लोगों के बीच।,1,human
कृष्ण जन्माष्टमी में मथुरा जाने को सोच रहा था लेकिन टिकट नहीं मिला था ट्रेन का।,कृष्ण जन्माष्टमी में मथुरा जाने का सोच रहा था लेकिन ट्रेन की टिकट नहीं मिली थी।,3,human
आचार्य महोदय ने सभी से कहा कि तुम अपने स्वास्थ्य का ध्यान रखो और खुश रहो।,आचार्य महोदय ने सभी से कहा कि आप अपने स्वास्थ्य का ध्यान रखें और खुश रहें।,3,human
पिछले दिनों मैंने एक वेबसाइट से ऑनलाइन कपड़े मंगवाए थे लेकिन जो डिलिवरी आई उसमें अलग रंग और साइज के कपड़े थे अब रिटर्न करने में भी झंझट हो रहा है।,पिछले दिनों मैंने एक वेबसाइट से ऑनलाइन कपड़े मंगवाए थे लेकिन जो वितरण आया उसमें अलग रंग और आकार के कपड़े थे अब वापसी करने में भी झंझट हो रहा है।,3,human
यहाँ का लोग मेहमान का बहुत सम्मान करता है और खुशी से अपना घर में आमंत्रित करता है।,यहाँ के लोग मेहमान का बहुत सम्मान करते हैं और खुशी से अपने घर में आमंत्रित करते हैं।,4,human
पाँच लड़कियों ने गीत गा रहा था और पूरी कक्षा सुन रही थी।,पाँच लड़कियाँ गीत गा रही थीं और पूरी कक्षा सुन रही थी।,2,human
मैं हर सुबह जॉगिंग करने पार्क जाता हूँ और वहाँ अपना दोस्तों से मिलता हूँ फिर हम सब मिलकर योग करते हैं और स्वस्थ रहने की कोशिश करते हैं क्योंकि स्वास्थ्य बहुत महत्वपूर्ण है।,मैं हर सुबह दौड़ने पार्क जाता हूँ और वहाँ अपने दोस्तों से मिलता हूँ फिर हम सब मिलकर योग करते हैं और स्वस्थ रहने की कोशिश करते हैं क्योंकि स्वास्थ्य बहुत महत्वपूर्ण है।,2,human
बच्चा ऑनलाइन क्लास में अटेंड नहीं कर रहे हैं क्योंकि इंटरनेट स्पीड स्लो है।,बच्चे ऑनलाइन कक्षा में भाग नहीं ले रहे हैं क्योंकि इंटरनेट गति धीमी है।,4,human
हमारे एरिया में एक नया रेस्टोरेंट ओपन हुआ है जहाँ डिलिशियस फूड मिलता है लेकिन प्राइसेस थोड़ा हाई हैं इसलिए मिडिल क्लास पीपल वहाँ रेगुलरली नहीं जा सकते और स्पेशल ऑकेशन पर ही जाते हैं।,हमारे क्षेत्र में एक नया भोजनालय खुला है जहाँ स्वादिष्ट भोजन मिलता है लेकिन दाम थोड़े ज्यादा हैं इसलिए मध्यम वर्गीय लोग वहाँ नियमित रूप से नहीं जा सकते और विशेष अवसरों पर ही जाते हैं।,5,human
मैं जब दिल्ली में था तब मैं लाल किला और इंडिया गेट देखा था।,मैं जब दिल्ली में था तब मैंने लाल किला और इंडिया गेट देखा था।,1,human
रवि और सुनील दोनों मेरा अच्छा दोस्त है और हम साथ क्रिकेट खेलते हैं।,रवि और सुनील दोनों मेरे अच्छे दोस्त हैं और हम साथ क्रिकेट खेलते हैं।,3,human
मेरे परिवार में चार लोग है - मेरे माता-पिता और मेरा एक छोटा भाई।,मेरे परिवार में चार लोग हैं - मेरे माता-पिता और मेरा एक छोटा भाई।,1,human
दो बच्चे और चार महिलाएं पार्क में बैठा था और बातें कर रहा था।,दो बच्चे और चार महिलाएं पार्क में बैठे थे और बातें कर रहे थे।,3,human
उसका दादी बहुत बुजुर्ग हैं लेकिन अभी भी रोज़ सुबह मंदिर जाते हैं।,उसकी दादी बहुत बुजुर्ग हैं लेकिन अभी भी रोज़ सुबह मंदिर जाती हैं।,2,human
जिन खिलाड़ियों ने मैच जीता है वह आज सम्मानित होगा इस समारोह में।,जिन खिलाड़ियों ने मैच जीता है वे आज इस समारोह में सम्मानित होंगे।,3,human
उन लड़की ने कल अपना परीक्षा दिया था और आज परिणाम का इंतज़ार कर रही है बहुत उत्साह से।,उस लड़की ने कल अपनी परीक्षा दी थी और आज परिणाम का इंतज़ार कर रही है बहुत उत्साह से।,3,human
आपने किताब से पढ़ा और फिर नोट्स को बनाया और उसे अपने सहपाठियों के साथ साझा किया जो बहुत अच्छा था।,आपने किताब पढ़ी और फिर नोट्स बनाए और उन्हें अपने सहपाठियों के साथ साझा किया जो बहुत अच्छा था।,4,human
हम आपके दुकान को आएंगे और सामान को खरीदेंगे और पैसे को भुगतान करेंगे और चले जाएंगे।,हम आपकी दुकान को आएंगे और सामान को खरीदेंगे और पैसे को भुगतान करेंगे और चले जाएंगे।,3,human
कई लोग बाजार से सामान खरीदा और सब घर चला गया अपना-अपना।,कई लोगों ने बाजार से सामान खरीदा और सब अपना-अपना घर चले गए।,4,human
वह औरत हर सुबह अपना बच्चों को तैयार करके स्कूल भेजता है फिर खुद ऑफिस जाता है और शाम को वापस आकर घर का काम करता है लेकिन कभी थकान की शिकायत नहीं करता।,वह औरत हर सुबह अपने बच्चों को तैयार करके स्कूल भेजती है फिर खुद ऑफिस जाती है और शाम को वापस आकर घर का काम करती है लेकिन कभी थकान की शिकायत नहीं करती।,5,human
मेरी बहन हर शनिवार अपना सहेलियों के साथ बाज़ार जाता है और कपड़े खरीदता है।,मेरी बहन हर शनिवार अपनी सहेलियों के साथ बाज़ार जाती है और कपड़े खरीदती है।,3,human
कल हमारे पड़ोसी का शादी था और सभी ने मिलकर खुशी मनाया था लेकिन रात को देर हो गया था।,कल हमारे पड़ोसी की शादी थी और सभी ने मिलकर खुशी मनाई थी लेकिन रात को देर हो गई थी।,4,human
1हानी सुनाता है और बच्चे उसे बहुत पसंद करते हैं।,उसकी दादी बहुत अच्छी कहानियाँ सुनाती हैं और बच्चे उन्हें बहुत पसंद करते हैं।,5,human
तालाब में कमल का फूल खिल रहा था और मधुमक्खी उस पर बैठकर मधु पी रहा था।,तालाब में कमल का फूल खिल रहा था और मधुमक्खी उस पर बैठकर मधु पी रही थी।,1,human
मेरे गुरु ने कहा था कि वह आज आएगा और मुझे पढ़ाएगा और मेरे सभी प्रश्नों का उत्तर देगा।,मेरे गुरु ने कहा था कि वह आज आएगे और मुझे पढ़ाएगे और मेरे सभी प्रश्नों का उत्तर देगे।,3,human
सुमित्रा अपना बेटी को स्कूल से लेने गया और फिर बाज़ार भी गया।,सुमित्रा अपनी बेटी को स्कूल से लेने गई और फिर बाज़ार भी गई।,3,human
हमारे घर के पास कई दुकानों हैं जहाँ से हम अपना सामान खरीदते हैं।,हमारे घर के पास कई दुकानें हैं जहाँ से हम अपना सामान खरीदते हैं।,1,human
तीन बकरियों पहाड़ी पर चढ़ रहा है और घास खा रहा है और चरवाहा उनको हांक रहा है।,तीन बकरियाँ पहाड़ी पर चढ़ रही हैं और घास खा रही हैं और चरवाहा उन्हें हांक रहा है।,4,human
कई फिल्मों देखा है मैंने पिछले हफ्ते और सभी अच्छी थीं।,मैंने कई फिल्में देखी हैं पिछले हफ्ते और सभी अच्छी थीं ।,3,human
कल रात तेज़ बारिश हुआ था और सुबह सड़कों पर कीचड़ हो गया था जिससे चलने में दिक्कत हो रहा था।,कल रात तेज़ बारिश हुई थी और सुबह सड़कों पर कीचड़ हो गया था जिससे चलने में दिक्कत हो रही थी।,2,human
माँ कह रही थी कि तुम्हारा परीक्षा कैसा रहा? पास हो गए या नहीं?,माँ कह रही थी कि तुम्हारी परीक्षा कैसी रही? पास हो गए या नहीं?,2,human
हम कल सिनेमा देखने जाता है अगर मौसम अच्छा रहा तो।,हम कल सिनेमा देखने जाएँगे अगर मौसम अच्छा रहा तो।,1,human
वह हैंडल करता है सिचुएशन को अच्छे से।,वह स्थिति को अच्छे से संभालता है।,3,human
बगीचे में लगा हुआ पेड़ बहुत सुंदर फल देता है जो सब को पसंद आता है।,बगीचे में लगे हुए पेड़ बहुत सुंदर फल देते हैं जो सबको पसंद आते हैं।,4,human
अगर तुम बाज़ार जाते हो+ तो मेरे लिए कुछ फल लाते हो अच्छे वाले।,अगर तुम बाज़ार जाओ+ तो मेरे लिए कुछ अच्छे फल ले आना।,3,human
मैं कल सुबह जल्दी उठता हूँ और जॉगिंग के लिए जाता हूँ अपने दोस्त के साथ।,मैं कल सुबह जल्दी उठूँगा और अपने दोस्त के साथ जॉगिंग के लिए जाऊँगा।,2,human
मेरे गाँव के पास दो पहाड़ों है जहाँ हम अक्सर घूमने जाते हैं।,मेरे गाँव के पास दो पहाड़ हैं जहाँ हम अक्सर घूमने जाते हैं।,1,human
सरकारी ऑफिस में काम करवाना बहुत मुश्किल होता है। घूस माँगता है।,सरकारी ऑफिस में काम करवाना बहुत मुश्किल होता है। घूस माँगते हैं।,1,human
सर जी ने सभी छात्रों से कहा कि तुम लोग मेहनत करो और पढ़ाई पर ध्यान दो।,सर जी ने सभी छात्रों से कहा कि आप लोग मेहनत करें और पढ़ाई पर ध्यान दें।,1,human
हमारे शहर में बारिश के मौसम में हमेशा बाढ़ आ जाता है क्योंकि नाली की सफाई नहीं होती और पानी निकासी की व्यवस्था ठीक नहीं है जिससे लोगों को बहुत परेशानी होता है।,हमारे शहर में बारिश के मौसम में हमेशा बाढ़ आ जाती है क्योंकि नालियों की सफाई नहीं होती और पानी निकासी की व्यवस्था ठीक नहीं है जिससे लोगों को बहुत परेशानी होती है।,3,human
उसका दादा जी बहुत बुद्धिमान व्यक्ति था और हमेशा अच्छी सलाह देता था।,उसके दादा जी बहुत बुद्धिमान व्यक्ति थे और हमेशा अच्छी सलाह देते थे।,3,human
हमारे विद्यालय में दस शिक्षकों पढ़ाते हैं और सभी बहुत योग्य हैं।,हमारे विद्यालय में दस शिक्षक पढ़ाते हैं और सभी बहुत योग्य हैं।,1,human
भारत में मसाला चाय पीना मुझे बहुत पसंद आया है यह स्वादिष्ट और ताज़गी देता है।,भारत में मसाला चाय पीना मुझे बहुत पसंद आया है यह स्वादिष्ट है और ताज़गी देती है।,2,human
मेरे ताऊजी और ताईजी दोनों बहुत पढ़ा-लिखा है और अच्छी नौकरी करता है।,मेरे ताऊजी और ताईजी दोनों बहुत पढ़े-लिखे हैं और अच्छी नौकरी करते हैं।,4,human
बिल्ली ने चूहे को देखा और उसके पीछे दौड़ना शुरू किया लेकिन पकड़ नहीं पाया।,बिल्ली ने चूहे को देखा और उसके पीछे दौड़ना शुरू किया लेकिन पकड़ नहीं पाई।,1,human
तीन मंजिलों इस इमारत में हैं और हम दूसरी मंजिल पर रहते हैं।,तीन मंजिलें इस इमारत में हैं और हम दूसरी मंजिल पर रहते हैं।,1,human
उसने मेरे को बताया कि वह कल आएगा और मदद करेगा जिससे मेरे काम में बहुत सुविधा हो जाएगी।,उसने मुझे बताया कि वह कल आएगा और मदद करेगा जिससे मेरे काम में बहुत सुविधा हो जाएगी।,1,human
कल मैं अपने दोस्त के साथ फिल्म देखने गया था और बहुत मजा आया था।,कल मैं अपने दोस्त के साथ फिल्म देखने गया था और बहुत मज़ा आया था।,1,human
शिक्षक मेरेको हमेशा डांटता है क्योंकि मैं कक्षा में शरारत करता हूँ।,शिक्षक मुझे हमेशा डांटते हैं क्योंकि मैं कक्षा में शरारत करता हूँ।,2,human
मैंने अपनी बहन को से पूछा कि क्या वह मेरी मदद करेगी।,मैंने अपनी बहन से पूछा कि क्या वह मेरी मदद करेगी।,1,human
हम लोग सिनेमा को देखने जाएंगे और खाना को खाएंगे जब आप हमारे घर आएंगे तब आप भी चलेंगे।,हम लोग सिनेमा देखने जाएंगे और खाना खाएंगे जब आप हमारे घर आएंगे तब आप भी चलेंगे।,1,human
वह अपना पाठ याद किया और कक्षा में सबसे अच्छा प्रदर्शन दिया।,उसने अपना पाठ याद किया और कक्षा में सबसे अच्छा प्रदर्शन दिया।,1,human
उनके पास तीन मोटरसाइकिलों हैं जिन्हें वे अच्छे से रखते हैं।,उनके पास तीन मोटरसाइकिलें हैं जिन्हें वे अच्छी तरह से रखते हैं।,2,human
सात बजों के बाद हम सब खाना खाएंगे और फिर टीवी देखेंगे साथ में।,सात बजे के बाद हम सब खाना खाएंगे और फिर साथ में टीवी देखेंगे।,2,human
आज फिजिक्स का लैब था जहाँ हमने नया एक्सपेरिमेंट किया था बिजली के बारे में।,आज फिजिक्स की लैब थी जहाँ हमने नए एक्सपेरिमेंट किए थे बिजली के बारे में।,4,human
तुम कब तक पढ़ते हो? मैं रात के दस बजे तक पढ़ता हूँ।,तुम कब तक पढ़ते हो? मैं रात के दस बजे तक पढ़ता हूँ।,1,human
वह मेरेको एक अच्छी किताब दिखाएगा जिसमें बहुत ज्ञान की बातें हैं।,वह मुझे एक अच्छी किताब दिखाएगा जिसमें बहुत ज्ञान की बातें हैं।,1,human
मेरा दोस्त कल अपना नया मोटरसाइकिल लेकर आया था और हमें शहर घुमाने ले गया था जो बहुत मज़ेदार था।,मेरा दोस्त कल अपनी नई मोटरसाइकिल लेकर आया था और हमें शहर घुमाने ले गया था जो बहुत मज़ेदार था।,2,human
मेरी बहन स्कूल को गई है और शाम तक वापस आएगी।,मेरी बहन स्कूल गई है और शाम तक वापस आएगी।,1,human
हमारे घर का पास एक बड़ा पार्क है जहाँ बच्चे खेलते हैं और बुजुर्ग लोग शाम को टहलने आते हैं।,हमारे घर के पास एक बड़ा पार्क है जहाँ बच्चे खेलते हैं और बुजुर्ग लोग शाम को टहलने आते हैं।,1,human
मेरी माँ और चाची दोनों बहुत अच्छा खाना बनाता है और सबकी सेवा करता है।,मेरी माँ और चाची दोनों बहुत अच्छा खाना बनाती हैं और सबकी सेवा करती हैं।,1,human
मोबाइल रिचार्ज करने के लिए पेटीएम यूज करता हूं क्योंकि कैशबैक भी मिलता है।,मोबाइल पुनर्भरण करने के लिए पेटीएम उपयोग करता हूं क्योंकि नकद वापसी भी मिलती है।,4,human
हमारे पास तीन तरबूजों हैं और हम सब साथ में खाएँगे आज शाम को।,हमारे पास तीन तरबूज हैं और हम सब साथ में खाएँगे आज शाम को।,1,human
तीन लड़कियों ने नाच किया जिसने सबको मोहित कर लिया और सभी दर्शकों ने तालियों से उनका स्वागत किया।,तीन लड़कियों ने नाच किया जिसने सबको मोहित कर लिया और सभी दर्शकों ने तालियों से उनका स्वागत किया।,1,human
भारत में सब त्योहार बहुत उत्साह से मनाया जाता है पूरा परिवार मिलकर तैयारी करता है।,भारत में सब त्योहार बहुत उत्साह से मनाए जाते हैं पूरे परिवार मिलकर तैयारी करते हैं।,3,human
हमारे कॉलेज का छात्र बहुत प्रतिभाशाली हैं और हर साल कई प्रतियोगिता में भाग लेते हैं लेकिन कुछ छात्र केवल मज़े-मस्ती में रुचि रखते हैं और पढ़ाई को गंभीरता से नहीं लेता।,हमारे कॉलेज के छात्र बहुत प्रतिभाशाली हैं और हर साल कई प्रतियोगिताओं में भाग लेते हैं लेकिन कुछ छात्र केवल मज़े-मस्ती में रुचि रखते हैं और पढ़ाई को गंभीरता से नहीं लेते।,3,human
मैं पिछले हफ्ते शहर जाता हूँ और वहाँ एक अच्छी फिल्म देखी।,मैं पिछले हफ्ते शहर गया था और वहाँ एक अच्छी फिल्म देखी।,1,human
मैं हर रविवार अपना पूरा परिवार के साथ धर्मस्थल जाता हूँ और प्रार्थना करता हूँ फिर वहाँ से प्रसाद लेकर आता हूँ और सबको बाँटता हूँ क्योंकि इससे मन को शांति मिलता है।,मैं हर रविवार अपने पूरे परिवार के साथ धर्मस्थल जाता हूँ और प्रार्थना करता हूँ फिर वहाँ से प्रसाद लेकर आता हूँ और सबको बाँटता हूँ क्योंकि इससे मन को शांति मिलती है।,3,human
आज होली में मेरा दोस्त ने मुझे रंग लगाया और हमने बहुत मस्ती किया था।,आज होली में मेरे दोस्त ने मुझे रंग लगाया और हमने बहुत मस्ती की थी।,2,human
हम अगले महीने शिमला जाते हैं और बर्फबारी देखते हैं वहाँ की पहाड़ियों पर।,हम अगले महीने शिमला जाएँगे और वहाँ की पहाड़ियों पर बर्फबारी देखेंगे।,2,human
मैं अभी खाना खाता हूँ और फिर तुम्हारे घर आऊँगा।,मैं अभी खाना खा रहा हूँ और फिर तुम्हारे घर आऊँगा।,1,human
गाँव में कई खेतों में किसान अपनी फसलें उगाते हैं और मेहनत करते हैं।,गाँव में कई खेतों में किसान अपनी फसलें उगाते हैं और मेहनत करते हैं।,1,human
बारिश के बाद सड़क पर पानी भर गया था और लोग चलने में परेशानी हो रहा था।,बारिश के बाद सड़क पर पानी भर गया था और लोगों को चलने में परेशानी हो रही थी।,2,human
वह डॉक्टर बहुत कुशल है और ऑपरेशन करने में माहिर है लेकिन मरीजों के साथ धैर्य से बात करता है।,वह डॉक्टर बहुत कुशल हैं और शल्य चिकित्सा करने में माहिर हैं लेकिन मरीजों के साथ धैर्य से बात करते हैं।,4,human
आपने फल को खरीदा और पानी को पिया और फिर दुकान से बाहर निकल गया और घर चला गया।,आपने फल खरीदे और पानी पिया और फिर दुकान से बाहर निकले और घर चले गए।,2,human
रात को खाना खाने के बाद हमारा पूरा परिवार टीवी देखते हैं और बातें करते हैं।,रात को खाना खाने के बाद हमारा पूरा परिवार टीवी देखता है और बातें करता है।,2,human
यहाँ का लोग बहुत तीखा खाना खाता है लेकिन मुझे अभी भी आदत नहीं हुआ।,यहाँ के लोग बहुत तीखा खाना खाते हैं लेकिन मुझे अभी भी आदत नहीं हुई।,3,human
कल हमारे इंटर-कॉलेज कॉम्पिटिशन है और हमारी टीम वेल प्रिपेयर्ड है लेकिन कॉम्पिटिटर्स भी स्ट्रॉन्ग हैं।,कल हमारी अंतर-महाविद्यालय प्रतियोगिता है और हमारी टीम अच्छी तरह तैयार है लेकिन प्रतिस्पर्धी भी मजबूत हैं।,5,human
उसका बेटी कल कॉलेज से स्नातक उपाधि प्राप्त किया है और अब वह एक अच्छा नौकरी की तलाश कर रहा है।,उसकी बेटी ने कल कॉलेज से स्नातक उपाधि प्राप्त की है और अब वह एक अच्छी नौकरी की तलाश कर रही है।,5,human
पिछले दिनों मैं अपने गाँव गया था छुट्टियों में और वहाँ देखा कि किसान अभी भी पुराना तरीके से खेती कर रहे हैं जबकि सरकार नई तकनीक के बारे में काफी प्रचार करता है।,पिछले दिनों मैं अपने गाँव गया था छुट्टियों में और वहाँ देखा कि किसान अभी भी पुराने तरीकों से खेती कर रहे हैं जबकि सरकार नई तकनीक के बारे में काफी प्रचार करती है।,2,human
आप और आपके भाई दोनों को कल शाम सात बजे यहां आना है और दस्तावेज़ लाओ।,आप और आपके भाई दोनों को कल शाम सात बजे यहां आना है और दस्तावेज़ लाना है।,1,human
मोची ने जूता सिलाई की और पॉलिश लगाकर चमकदार बना दिया ग्राहक के लिए।,मोची ने जूते की सिलाई की और पॉलिश लगाकर चमकदार बना दिया ग्राहक के लिए।,1,human
डॉक्टर साहब ने मरीज को चेक किया और उसको दवा प्रिस्क्राइब किया।,डॉक्टर साहब ने मरीज को जाँचा और उसे दवा लिख दी।,3,human
सब्जी वाला रोज़ घर आता है लेकिन आज नहीं आया इसलिए बाज़ार जाना पड़ेगा।,सब्जी वाले रोज़ घर आते हैं लेकिन आज नहीं आए इसलिए बाज़ार जाना पड़ेगा।,3,human
कल रात तेज़ हवा चला था और कई पेड़ गिर गया था।,कल रात तेज़ हवा चली थी और कई पेड़ गिर गए थे।,2,human
हमारे शहर में पानी की समस्या दिन-प्रतिदिन गंभीर होता जा रहा है।,हमारे शहर में पानी की समस्या दिन-प्रतिदिन गंभीर होती जा रही है।,1,human
