incorrect,correct,#errors,data_source
उसका बेस्ट फ्रेंड फॉरेन यूनिवर्सिटी में एडमिशन ले लिया है और वह अब डिप्रेसड है क्योंकि अकेला पढ़ना होगा।,उसके अभिन्न मित्र ने विदेशी विश्वविद्यालय में प्रवेश ले लिया है और वह अब उदास है क्योंकि अकेले पढ़ना होगा।,6,human
पौधे का ऊपरी भागों में संक्रमण पौधे के सभी हिस्सों जैसे तने+ शाखाओं+ टहनियों+ फलों पर्णवृतों आदि पर फैला होता है।,पौधे के ऊपरी भागों में संक्रमण पौधे के सभी हिस्सों जैसे तने+ शाखाओं+ टहनियों+ फलों पर्णवृतों आदि तक फैला होता है।,3,synthetic
राशन कार्डधारकों के साथ-साथ जिनके पास कोई कार्ड नहीं है उन्हें भी 'डिस्ट्रेस टोकन' के माध्यम से राशन प्रदान किया गया है।,राशन कार्डधारकों के साथ-साथ जिनके पास कोई कार्ड नहीं है उन्हें भी 'डिस्ट्रेस टोकन' में माध्यम से राशन प्रदान किया गया है।,1,synthetic
सपा के एक वरिष्ठ नेता से इस बाबत पूछने पर शिवपाल के गठबंधन वाले बयान पर टिप्पणी करने से इनकार कर दी।,सपा के एक वरिष्ठ नेता से इस बाबत पूछने पर शिवपाल के गठबंधन वाले बयान पर टिप्पणी करने से इनकार कर दिया।,1,synthetic
बुनियादी ढांचे के निर्माण में स्टील के इस्तेमाल के चलते इसकी खपत को अर्थव्यवस्था से विकास से जोड़ा जाता है।,बुनियादी ढाँचे के निर्माण में स्टील के इस्तेमाल के कारण इसकी खपत को अर्थव्यवस्था के विकास से जोड़ा जाता है।,3,synthetic
शहर का अधिकतम और न्यूनतम तापमान क्रमशः 28 डिग्री सेल्सियस और न्यूनतम तापमान 15 डिग्री सेल्सियस रहने की संभावना है।,शहर का अधिकतम और न्यूनतम तापमान क्रमशः 28 डिग्री सेल्सियस और न्यूनतम तापमान 15 डिग्री सेल्सियस रहने की संभावना है।,1,synthetic
तीन कबूतरों छत पर बैठा है और दाना खा रहा है।,तीन कबूतर छत पर बैठे हैं और दाना खा रहे हैं।,2,human
कल रात मेरे सपने में मेरा नाना आया था जो पिछले साल गुज़र गए थे और उन्होंने मुझसे कहा था कि मैं अपना पढ़ाई पर ध्यान दूँ और अच्छा इंसान बनूँ।,कल रात मेरे सपने में मेरे नाना आए थे जो पिछले साल गुज़र गए थे और उन्होंने मुझसे कहा था कि मैं अपनी पढ़ाई पर ध्यान दूँ और अच्छा इंसान बनूँ।,3,human
"बीकानेर में 2430 रुपये, दिल्ली में 2620 रुपये और मुंबई में 2680 रुपये प्रति क्ंिवटल के हिसाब से चना बिक रहे हैं।","बीकानेर में 2430 रुपये, दिल्ली में 2620 रुपये और मुंबई में 2680 रुपये प्रति क्ंिवटल के हिसाब से चना बिक रहा है।",3,synthetic
इतना ही नहीं इस मैच में शतक जड़ते ही कैलम मैकलियोड स्काटलैंड के पहले ऐसे खिलाड़ी बन गए जो इंग्लैंड के खिलाफ शतक जड़ने में कामयाब रहे।,"इतना ही नहीं, इस मैच में शतक जड़ते ही कैलम मैकलियोड स्कॉटलैंड के पहले ऐसे खिलाड़ी बन गए, जो इंग्लैंड के खिलाफ शतक जड़ने में कामयाब रहे।",4,synthetic
अगर आप मुझे बुलाते हैं+ तो मैं जरूर आता हूँ और आपकी मदद करता हूँ हर संभव तरीके से।,अगर आप मुझे बुलाएँगे+ तो मैं जरूर आऊँगा और हर संभव तरीके से आपकी मदद करूँगा।,2,human
पिछले तीन दशकों से भी अधिक समय से भारत+ डेवलप्ड कंट्रीज के टेक्नोलॉजी कंट्रोल राडार के परदे पर है।,पिछले तीन दशकों से भी अधिक समय से भारत+ विकसित देशों के प्रौद्योगिकी नियंत्रण राडार के परदे पर है।,3,synthetic
"फिर उन दोनों का परिणाम यह हुआ कि दोनों आग में गए, जहाँ सदैव रहेंगे। और ज़ालिमों का यही बदला थे।","फिर उन दोनों का परिणाम यह हुआ कि दोनों आग में गए, जहाँ सदैव रहेंगे। और ज़ालिमों का यही बदला है।",3,synthetic
यारोबाम द्वितीय के बाद+ एक - एक करके छः राजा राजगद्दी सँभालते हैं+ मगर उनमें से चार का हत्या कर दी जाती है।,यारोबाम द्वितीय के बाद+ एक - एक करके छः राजा राजगद्दी सँभालते हैं+ मगर उनमें से चार की हत्या कर दी जाती है ।,1,synthetic
श्री मोदी ने कहा कि प्रधानमंत्री स्वनिधि योजना के लाभार्थियों को प्राथमिकता के आधार पर उज्ज्वला गैस और आयुष्मान भारत योजनाओं का लाभ मिलेगा।,श्री मोदी ने कहा कि प्रधानमंत्री स्वनिधि योजना के लाभार्थियों को प्राथमिकता के आधार पर उज्ज्वला गैस और आयुष्मान भारत योजनाओं का लाभ मिलेगा।,1,synthetic
"पिछले कई सालों से जब भी मशहूर रियलिटी शो बिग बॉस ख़त्म होता है, खबरें आती हैं कि सलमान ख़ान होस्ट नहीं करेंगे अगले सीजन को।","पिछले कई सालों से जब भी मशहूर रियलिटी शो बिग बॉस ख़त्म होता है, खबरें आती हैं कि सलमान ख़ान अगले सीजन को होस्ट नहीं करेंगे।",4,synthetic
प्रधानमंत्री नरेंद्र मोदी ने दिए उपहार स्वरूप दक्षिण कोरिया के राष्ट्रपति मून जे-इन को कुछ 'मोदी जैकेट'।,प्रधानमंत्री नरेंद्र मोदी ने दक्षिण कोरिया के राष्ट्रपति मून जे-इन को कुछ 'मोदी जैकेट' उपहार स्वरूप दिए हैं।,2,synthetic
सबसे अधिक बिकने वाली एसयूवी की लिस्ट आ गयी हैं देश में सितंबर 2019 में।,देश में सितंबर 2019 में सबसे अधिक बिकने वाली एसयूवी की लिस्ट आ गयी है।,2,synthetic
उपराष्ट्रपति श्री वेंकैया नायडू 25 दिसंबर+ 2020 को महोत्सव के फाइनल सेशन को एड्रेस करेंगे।,उपराष्ट्रपति श्री वेंकैया नायडू 25 दिसंबर+ 2020 को महोत्सव के समापन सत्र को संबोधित करेंगे।,3,synthetic
इस कल्प का नाम इंग्लैण्ड के डेवन प्रदेश के नाम पर पड़ा है जहाँ सबसे पहले इस काल के शैलों का अध्ययन किया गए था।,इस कल्प का नाम इंग्लैण्ड के डेवन प्रदेश के नाम पर पड़ा है जहाँ सबसे पहले इस काल के शैलों का अध्ययन किया गया था।,1,synthetic
कोविड के टाइम पर मास्क पहनना जरूरी था लेकिन अब लोग भूल गया है।,कोविड के समय मास्क पहनना जरूरी था लेकिन अब लोग भूल गए हैं।,2,human
"दूसरी ओर, महाराष्ट्र सरकार का दलील थी कि इस मामले में बिहार सरकार को नहीं है किसी प्रकार का अधिकार।","दूसरी ओर, महाराष्ट्र सरकार की दलील थी कि इस मामले में बिहार सरकार को किसी प्रकार का अधिकार नहीं है।",4,synthetic
अथवा तो तुम इस पत्रिका के पृष्ठ २ पर दी गयी सूची में से अपने सबसे पासवाले पते पर लिख सकते हो।,अथवा तो आप इस पत्रिका के पृष्ठ २ पर दी गयी सूची में से अपने सबसे पासवाले पते पर लिख सकते हैं।,3,synthetic
इसी बीच रोहित द्वारा शेयर की गई अस्पताल के कमरे की फोटो वायरल हो गई है।,इसी बीच रोहित द्वारा शेयर की गई अस्पताल के कमरे की तस्वीर वायरल हो गई है।,3,synthetic
कल मैं अपने दोस्त के साथ फिल्म देखने गया था और बहुत मजा आया था।,कल मैं अपने दोस्त के साथ फिल्म देखने गया था और बहुत मज़ा आया था।,1,human
प्रोफेसर ने छात्रों से कहा कि तुम सब अपना असाइनमेंट समय पर जमा करो।,प्रोफेसर ने छात्रों से कहा कि आप सब अपना असाइनमेंट समय पर जमा करें।,2,human
"मिसाल का तौर पर आयातित कोकिंग कोल का लागत में 35 फीसदी की कमी आई और यह 3,820 करोड़ रुपये हो गया।","मिसाल के तौर पर आयातित कोकिंग कोल की लागत में 35 फीसदी की कमी आई और यह 3,820 करोड़ रुपये हो गई।",4,synthetic
होबार्ट| इंग्लैंड के बैट्समैन डेविड मलान बिग बैश लीग (बीबीएल) के आने वाले सीजन में होबार्ट हरीकेंस से जुडेंगी।,होबार्ट| इंग्लैंड के बल्लेबाज डेविड मलान बिग बैश लीग (बीबीएल) के आने वाले सीजन में होबार्ट हरीकेंस से जुडेंगे।,3,synthetic
यदि आप जलचल पक्षी से अपरिचित हैं+ तो उन्हें पहचानने के लिए एक बुक की हेल्प लीजिए।,यदि आप जलचल पक्षी से अपरिचित हैं+ तो उन्हें पहचानने के लिए एक पुस्तक की मदद लीजिए।,2,synthetic
फोन का अन्य लीक फीचर्स पर नजर डालें तो इसमें 6.3 इंच का डिस्प्ले दिया गया है जो कि कॉर्निंग गोरिल्ला ग्लास 5 से कोटेड था।,फोन के अन्य लीक फीचर्स पर नजर डालें तो इसमें 6.3 इंच का डिस्प्ले दिया गया है जो कि कॉर्निंग गोरिल्ला ग्लास 5 से कोटेड है।,4,synthetic
सरकारी अधिकारी और उनके सहायक मिलकर योजना बनाया और मंत्री को सौंप दिया समय पर।,सरकारी अधिकारी और उनके सहायकों ने मिलकर योजना बनाई और समय पर मंत्री को सौंप दी।,3,human
बॉलीवुड की देसी गर्ल प्रियंका चोपड़ा और निक जोनास इन दिनों अपनी फैमिली के साथ इंग्लैंड में छुट्टियां बिता रहे है।,बॉलीवुड की देसी गर्ल प्रियंका चोपड़ा और निक जोनास इन दिनों अपनी फैमिली के साथ इंग्लैंड में छुट्टियां बिता रहे हैं।,1,synthetic
पुजारा और जडेजा घरेलू क्रिकेट मैचों में सौराष्ट्र के शानदार प्रदर्शन करने वाले रहे हैं खिलाड़ी।,पुजारा और जडेजा घरेलू क्रिकेट मैचों में सौराष्ट्र के शानदार प्रदर्शन करने वाले खिलाड़ी रहे हैं।,1,synthetic
रविवार की सुबह 162 यात्रियों के साथ लापता हुआ एयर एशिया का क्यूजेड-8501 विमान समुद्र में क्रैश हो चुका है।,रविवार की सुबह 162 यात्रियों के साथ लापता हुआ एयर एशिया का QZ-8501 विमान समुद्र में क्रैश हो चुका है।,1,synthetic
"इनमें से कुछ कलीसिया, जैसे टॆटॆला डॆल बॉलकान और वेयापान इस ज्वालामुखी से सिर्फ २० किलोमीटर की दूरी पर है ।","इनमें से कुछ कलीसियाएँ, जैसे टॆटॆला डॆल बॉलकान और वेयापान इस ज्वालामुखी से सिर्फ २० किलोमीटर की दूरी पर हैं ।",2,synthetic
दो शिक्षक और तीस विद्यार्थी हमारे विद्यालय से प्रतियोगिता में भाग लिया था।,दो शिक्षक और तीस विद्यार्थियों ने हमारे विद्यालय से प्रतियोगिता में भाग लिया था।,1,human
दादा और पोता+ जो सुबह से टहल रहा है+ वह अब थक गया है और घर लौटना चाहता है।,दादा और पोता+ जो सुबह से टहल रहे हैं+ वे अब थक गए हैं और घर लौटना चाहते हैं।,3,human
इसके अलावा+ कर्मचारी भविष्य निधि संगठन (ईपीएफओ) इस ब्याज दर पर भविष्य निधि कोष की निकासी के दावों का निपटान कर सकेंगी।,इसके अलावा+ कर्मचारी भविष्य निधि संगठन (ईपीएफओ) इस ब्याज दर पर भविष्य निधि कोष की निकासी के दावों का निपटान कर सकेंगे।,1,synthetic
इससे पहले चांडी विपक्ष का नेता और साथ ही यूडीएफ के प्रमुख का पद संभालने को लेकर उदासीनता दिखाई थी।,इससे पहले चांडी ने विपक्ष के नेता और साथ ही यूडीएफ के प्रमुख का पद संभालने को लेकर उदासीनता दिखायी थी।,4,synthetic
हमारे मोहल्ले के सभी लोग मिलकर त्योहार मनाता है और एक-दूसरे की मदद करता है।,हमारे मोहल्ले के सभी लोग मिलकर त्योहार मनाते हैं और एक-दूसरे की मदद करते हैं।,1,human
दिल्ली जाने से पहले दोनों नेता चंडीगढ़ में ही सीईओ फोरम में भाषण भी देंगी।,दिल्ली जाने से पहले दोनों नेता चंडीगढ़ में ही सीईओ फोरम में भाषण भी देंगे।,1,synthetic
"जहां वार्षिक कारोबार 75 करोड़ रुपये से अधिक है परंतु 250 करोड़ रुपये से अधिक नहीं, वहां मध्यम उपक्रम को एक इकाई के रूप में परिभाषित किया जाएगा भी।","जहां वार्षिक कारोबार 75 करोड़ रुपये से अधिक है परंतु 250 करोड़ रुपये से अधिक नहीं, वहां मध्यम उपक्रम को एक इकाई के रूप में परिभाषित किया जाएगा।",4,synthetic
इस दौरान हुई थी हल्की झड़प विद्यार्थी परिषद के गुस्साएं कार्यकर्ताओं की पुलिस जवानों से भी।,इस दौरान विद्यार्थी परिषद के गुस्साएं कार्यकर्ताओं की हल्की झड़प पुलिस जवानों से भी हुई थी।,4,synthetic
फिलहाल मामले में आरोपियों की गिरफ्तारी के लिए टीम का गठन कर दिए गया है तो।,फिलहाल मामले में आरोपियों की गिरफ्तारी के लिए टीम का गठन कर दिया गया है।,3,synthetic
"पोर्टफोलियो मैनेजर्स (पीएम) के कामकाज की समीक्षा करने के लिए क्रिसिल लिमिटेड, इंटर-आलिया, ईटीएफ के समाधान आदि में निवेश समिति का सहायता करते हैं।","पोर्टफोलियो मैनेजर्स (पीएम) के कामकाज की समीक्षा करने के लिए क्रिसिल लिमिटेड, इंटर-आलिया, ईटीएफ के समाधान आदि में निवेश समिति की सहायता करते हैं।",1,synthetic
पिछली रात बहुत तेज़ हवा चल रहा था और पेड़ों की डालियाँ हिल रही थीं।,पिछली रात बहुत तेज़ हवा चल रही थी और पेड़ों की डालियाँ हिल रही थीं।,1,human
पौलुस लिखता है: “सब ने पाप किया है और परमेश्‍वर की महिमा से रहित हैं ।,पौलुस लिखता है: “सब ने पाप किया है और परमेश्वर की महिमा से रहित हैं।”,1,synthetic
अभी तक इस पर नहीं की है कोई टिप्पणी न ही आईएस और न ही तालिबान ने।,अभी तक इस पर न ही आईएस और न ही तालिबान ने कोई टिप्पणी की है।,4,synthetic
हान्स उन्हें स्टेशन से बेथेल ले गया और एक बुज़ुर्ग बहन के हवाले कर दिया उनको।,हान्स उन्हें स्टेशन से बेथेल ले गया और उन्हें एक बुज़ुर्ग बहन के हवाले कर दिया।,4,synthetic
उनका बेटा और बेटी दोनों विदेश में पढ़ाई करता है और वहीं रहता है।,उनका बेटा और बेटी दोनों विदेश में पढ़ाई करते हैं और वहीं रहते हैं।,1,human
मेरे पास बहुत कामों हैं इसलिए मैं आज तुम्हारे घर नहीं आ पाऊँगा समय पर।,मेरे पास बहुत काम हैं इसलिए मैं आज समय पर तुम्हारे घर नहीं आ पाऊँगा।,2,human
उनसे पहले पूर्व हॉकी कप्तान संदीप सिंह और पहलवान बबिता फोगाट भाजपा में शामिल हो चुका है।,उनसे पहले पूर्व हॉकी कप्तान संदीप सिंह और पहलवान बबिता फोगाट भाजपा में शामिल हो चुकी हैं।,4,synthetic
मैंने तीन किताबों को खरीदा और उन्हें मेज पर रखा।,मैंने तीन किताबें खरीदीं और उन्हें मेज पर रखा।,2,human
देश भर में हनुमान जन्मोत्सव मनाया जा रहा है आज हर्षोल्लास और भक्तिभाव के साथ।,देश भर में आज हनुमान जन्मोत्सव हर्षोल्लास और भक्तिभाव के साथ मनाया जा रहा है।,4,synthetic
मैं मेरी बहन के घर गया और वहाँ मैंने उसके बच्चों से मिला खुशी से।,मैं अपनी बहन के घर गया और वहाँ मैंने खुशी से उसके बच्चों से मिला।,2,human
नैनो का तुलना में अल्टो 800 का डिज़ाइन वेवफ्रंट है जो पारंपरिक कार का तरह दिखता है।,नैनो की तुलना में अल्टो 800 का डिज़ाइन वेवफ्रंट है जो पारंपरिक कार की तरह दिखता है।,1,synthetic
वह डॉक्टर जो हमारे गाँव में आता है+ बहुत अच्छा इलाज करता है और गरीब मरीजों से पैसे नहीं लेता लेकिन अमीर लोगों से उचित फीस लेता है और सबका बराबर इलाज करता है।,वह डॉक्टर जो हमारे गाँव में आते हैं+ बहुत अच्छा इलाज करते हैं और गरीब मरीजों से पैसे नहीं लेते लेकिन अमीर लोगों से उचित फीस लेते हैं और सबका बराबर इलाज करते हैं।,5,human
"भाजपा से अलग हो चुकी शिवसेना के संबंध में मोदी ने कहा, ‘राजनीतिक पंडित कह रहे हैं कि मोदी अपने भाषणों में शिवसेना का आलोचना क्यों नहीं कर रहे।","भाजपा से अलग हो चुकी शिवसेना के संबंध में मोदी ने कहा, ‘राजनीतिक पंडित कह रहे हैं कि मोदी अपने भाषणों में शिवसेना की आलोचना क्यों नहीं कर रहे।'",4,synthetic
मेरे पिता अक्सर शाम को टहलने जाते हैं और वापस आकर अखबार पढ़ते हैं।,मेरे पिता अक्सर शाम को टहलने जाते हैं और वापस आकर अखबार पढ़ते हैं।,1,human
इस दुुघर्टना के बाद कंटेनर ट्रक का चालक मौके से फरार हो गया था+ जिसके खिलाफ मुकदमा दर्ज कर लिया गया हैं।,इस दुुघर्टना के बाद कंटेनर ट्रक का चालक मौके से फरार हो गया+ जिसके खिलाफ मुकदमा दर्ज कर लिया गया है।,2,synthetic
अपनी भूमिका के बारे में बात करते हुए पंकज ने सलीम के चरित्र को 'अप्रत्याशित' बताए।,अपनी भूमिका के बारे में बात करते हुए पंकज ने सलीम के चरित्र को 'अप्रत्याशित' बताया।,1,synthetic
राष्ट्रपति ने कहा कि देश के डेवलपमेंट के लिए एक सुदृढ़ इंटर्नल सिक्यूरिटी व्यवस्था का होना भी जरूरी है।,राष्ट्रपति ने कहा कि देश के विकास के लिए एक सुदृढ़ आंतरिक सुरक्षा व्यवस्था का होना भी जरूरी है।,1,synthetic
वह अपनी पढ़ाई पूरी करता है और फिर नौकरी की तलाश करता है अच्छे वेतन की।,वह अपनी पढ़ाई पूरी करेगा और फिर अच्छे वेतन की नौकरी की तलाश करेगा।,2,human
रायुडु ने कहा कि उन्होंने दूसरा मैच रोकने के बारे में नहीं सोचा था और वे केवल सुपर ओवर करवाने की मांग कर रहे थे।,रायुडु ने कहा कि उन्होंने दूसरा मैच रोकने के बारे में नहीं सोचा था और वे केवल सुपर ओवर करवाने की मांग कर रहे थे।,3,synthetic
"यह आवश्यक है कि हम किसी भी भेदभाव के बिना, आतंकवाद का सभी रूपों को खत्म करें और इसका समर्थन के पारिस्थितिकी तंत्र को समाप्त करें।","यह आवश्यक है कि हम किसी भी भेदभाव के बिना, आतंकवाद के सभी रूपों को खत्म करें और इसके समर्थन के पारिस्थितिकी तंत्र को समाप्त करें।",3,synthetic
प्रत्यक्षदर्शियों का मुताबिक घटना का कारण मोड़ पर ढाल में तेज रफ्तार से वाहनों का गुजरना बताया जा रहा था।,प्रत्यक्षदर्शियों के मुताबिक घटना का कारण मोड़ पर ढाल में तेज रफ्तार से वाहनों का गुजरना बताया जा रहा है।,4,synthetic
स्मार्ट मीटर बिरादरी द्वारा इसमें दिखाई गई दिलचस्पी की पुष्टि बोली-पूर्व बैठक में लगभग 100 कंपनी की भागीदारी से भी होता है।,स्मार्ट मीटर बिरादरी द्वारा इसमें दिखाई गई दिलचस्पी की पुष्टि बोली-पूर्व बैठक में लगभग 100 कंपनियों की भागीदारी से भी होती है।,2,synthetic
वह लड़की तेलुगु बोलती है लेकिन हिंदी भी जानता है।,वह लड़की तेलुगु बोलती है लेकिन हिंदी भी जानती है।,1,human
सेनापति ने अपने सैनिकों से कहा कि तुम सब बहादुरी से लड़ो और देश की रक्षा करो।,सेनापति ने अपने सैनिकों से कहा कि आप सब बहादुरी से लड़ें और देश की रक्षा करें।,2,human
"परन्तु अहीतूब का पुत्रा अहीमेलेक का एब्यातार नाम एक पुत्रा बच निकला, और भागा दाऊद के पास।","परन्तु अहीतूब के पुत्रा अहीमेलेक का एब्यातार नाम एक पुत्रा बच निकला, और दाऊद के पास भाग गया।",3,synthetic
अगर तुम यहाँ आता है तो हम साथ में खाना खा सकते हैं।,अगर तुम यहाँ आते हो तो हम साथ में खाना खा सकते हैं।,1,human
मैं हर रविवार अपना पूरा परिवार के साथ मंदिर जाता हूँ और प्रार्थना करता हूँ फिर बाज़ार जाकर सब्जी खरीदता हूँ और घर आकर सबके साथ भोजन करता हूँ।,मैं हर रविवार अपने पूरे परिवार के साथ मंदिर जाता हूँ और प्रार्थना करता हूँ फिर बाज़ार जाकर सब्जियाँ खरीदता हूँ और घर आकर सबके साथ भोजन करता हूँ।,3,human
कई परिवारों इस अपार्टमेंट में रहता है और हर महीने किराया देता है और शांति से रहता है।,कई परिवार इस अपार्टमेंट में रहते हैं और हर महीने किराया देते हैं और शांति से रहते हैं।,4,human
अनुष्का शर्मा और उसका पति विराट कोहली इन दिनों भूटान में छुट्टियां इंज्वाय कर रहे हैं।,अनुष्का शर्मा और उनके पति विराट कोहली इन दिनों भूटान में छुट्टियां इंज्वाय कर रहे हैं।,1,synthetic
यह एमओयू प्रशस्त करेगा खनन एवं खनिज क्षेत्र में सहयोग के लिए भारत और चीन के बीच एक संस्‍थागत व्‍यवस्‍था की स्‍थापना का मार्ग।,यह एमओयू खनन एवं खनिज क्षेत्र में सहयोग के लिए भारत और चीन के बीच एक संस्‍थागत व्‍यवस्‍था की स्‍थापना का मार्ग प्रशस्‍त करेगा।,4,synthetic
"सड़कें बंद हैं, बाजार बंद हैं, निजी अस्पतालों में मरीजों को भर्ती नहीं किया जा रहा।","सड़कें बंद हैं, बाजार बंद हैं, निजी अस्पतालों में मरीजों को भर्ती नहीं किया जा रहा है।",3,synthetic
वह लड़की जो मेरे क्लास में पढ़ता है+ बहुत अच्छा नाचती है और हर प्रतियोगिता में भाग लेता है लेकिन कभी-कभी घबरा जाता है और अपना बेस्ट परफॉर्मेंस नहीं दे पाता है।,वह लड़की जो मेरी कक्षा में पढ़ती है+ बहुत अच्छा नाचती है और हर प्रतियोगिता में भाग लेती है लेकिन कभी-कभी घबरा जाती है और अपना सर्वश्रेष्ठ प्रदर्शन नहीं दे पाती है।,6,human
आज मेट्रो में बहुत भीड़ था रश ऑवर में सबको ऑफिस जाना था समय पर।,आज मेट्रो में बहुत भीड़ थी रश ऑवर में सबको ऑफिस जाना था समय पर।,1,human
हालांकि भाजपा ने कहा कि हर अदालत मोदी का भूमिका की जांच की थी और उनके खिलाफ कुछ भी नहीं मिला।,हालांकि भाजपा ने कहा कि हर अदालत ने मोदी की भूमिका की जांच की थी और उनके खिलाफ कुछ भी नहीं मिला।,3,synthetic
जम्मू कश्मीर में पाकिस्तानी ध्वज लहराना और आजादी के समर्थन में नारे लगाना नई बात नहीं हैं।,जम्मू कश्मीर में पाकिस्तानी ध्वज लहराना और आजादी के समर्थन में नारे लगाना नई बात नहीं है।,1,synthetic
माँ और मौसी दोनों रसोई में खाना बना रहा था और बच्चों को बुला रहा था।,माँ और मौसी दोनों रसोई में खाना बना रही थीं और बच्चों को बुला रही थीं।,1,human
मैं भारत का स्पिरिचुअल साइड समझने को कोशिश कर रहा हूँ और मंदिर जाकर प्रार्थना करता हूँ।,मैं भारत के स्पिरिचुअल साइड को समझने की कोशिश कर रहा हूँ और मंदिर जाकर प्रार्थना करता हूँ।,3,human
इस योजना से समाज के कमजोर तबकों अर्थात एससी/ एसटी को सबसे अधिक लाभ मिल रहा है जिन्हें जारी किए गए हैं 44 प्रतिशत कनेक्शन।,इस योजना से समाज के कमजोर तबकों अर्थात एससी/ एसटी को सबसे अधिक लाभ मिल रहा है जिन्हें 44 प्रतिशत कनेक्शन जारी किए गए हैं।,4,synthetic
आठ नौकरों ने भोजन परोसा और मेहमानों की सेवा किया और फिर अपना खाना खाने चला गया।,आठ नौकरों ने भोजन परोसा और मेहमानों की सेवा की और फिर अपना खाना खाने चले गए।,2,human
इन पेड़ों फल लगा है और वह अब पक गया है और हमें इन्हें जल्दी से तोड़ना चाहिए।,इन पेड़ों पर फल लगे हैं और वे अब पक गए हैं और हमें इन्हें जल्दी से तोड़ना चाहिए।,3,human
मैं हर रोज़ अपना नोट्स बनाता हूँ क्लास में टीचर का बात सुनकर।,मैं हर रोज़ अपने नोट्स बनाता हूँ क्लास में टीचर की बात सुनकर।,2,human
लेकिन 1963 के आधिकारिक भाषा अधिनियम के पारित होने के साथ हिंदी-विरोधी रुख बना रहा और कठोर रहा भी।,लेकिन 1963 के आधिकारिक भाषा अधिनियम के पारित होने के साथ हिंदी-विरोधी रुख बना रहा और कठोर रहा।,4,synthetic
मेरा मामा जी का व्यापार बहुत अच्छा चल रहा है इसलिए नया गाड़ी खरीदने का सोच रहे हैं।,मेरे मामा जी का व्यापार बहुत अच्छा चल रहा है इसलिए नई गाड़ी खरीदने का सोच रहे हैं।,2,human
मैंने कई दिनों तक उसका इंतज़ार किया है पर वह नहीं आया।,मैंने कई दिनों तक उसका इंतज़ार किया पर वह नहीं आया।,1,human
ये दोनों मामले पत्रकार छत्रपति और डेरे के पूर्व मैनेजर रंजीत की हत्या से जुड़े हैं।,ये दोनों मामले पत्रकार छत्रपति और डेरे के पूर्व मैनेजर रंजीत की हत्या से जुड़े हैं।,4,synthetic
मेरे तीन दोस्त विदेश में पढ़ रहा है और नए-नए अनुभव प्राप्त कर रहा है।,मेरे तीन दोस्त विदेश में पढ़ रहे हैं और नए-नए अनुभव प्राप्त कर रहे हैं।,4,human
